Winter1jan;Winter2jan;Winter3Jan;Winter4Jan;Winter5Dec;Winter6jan;Winter7jan;Winter8Dec;Winter9Dec;Winter10Dec;Summer1Jul;Summer2Jul;Summer3Jul;Summer4Jul;Summer5Ag;Summer6Jul;Summer7Jul;Summer8Jul;Summer9Jul;Summer10Ag
-376,576498986667;-298,218864066667;-404,370732466667;-362;-453,357075733333;-407,933333333333;-923,17593976;-503,8237424;-1535,76041817333;-327,3759397;-276,92722222;-367,490409066667;-194,8237424;-201,93131844;-80,55219735;-395,3521974;-213,143742394;-103,823742376;-1283,55707554667;-41
-488,666666666667;-589,218864066667;-396,392327253333;-564,333333333333;-540,957075733333;-782,8;-431,9759397;-618,092662613333;-1899,11279933333;-419,509273033333;-290,1759397;-343,490409066667;-505,890408964667;-211,9521974;-738,908424463333;-620,418864013333;-63,4904090366667;-816,823742293333;-2551,823742;-688,066666666667
-409,357075733333;-502,979776113334;-542,06550024;-696,850732466667;-396,8237424;-2332,20494446667;-1045,08839419333;-998,60494468;-4035,579466;-1049,70927309333;-265,787690213333;-264,407914133333;-103,557075713333;-271,88553073;-1421,46666666667;-517,752197346667;-135,490409052667;-296,121582826667;-2632,91390973333;-288,333333333333
-400,8585406;-290,56898006;-418,3759397;-317,615027653333;-563,8237424;-1448,15219724;-627,337411093333;-505,018864066667;-2458,76932033333;-535,3759397;-2015,61886372;-149;-1341,18491443333;-1956,30779009333;-2804,2;-315,5521974;-396,96202042;-872,146666666667;-2720,33333333333;-1274,42374221333
-982,842606426666;-785,89040896;-674,6159397;-284,3759397;-449,035492906667;-907,018863986667;-2230,53333333333;-466,885530733333;-3320,82312933333;-601,3759397;-2366,4661076;-162,666666666667;-1187,09344490667;-2871,01107873333;-4661,66666666667;-150,411904413333;-229,313109433333;-260,653333333333;-938,938278093334;-2494,50927333333
-418,3759397;-349,6237424;-546,473109446667;-284,3759397;-257,133333333333;-610,685530733333;-2583,91390973333;-337,085530733333;-1508,27857097333;-593,97639302;-1954,64260662667;-76,0354928906667;-613,618863923333;-1530,635987;-2837,45899362667;-265,666666666667;-83,21886403;-199;-327,5601115;-233,709273069333
-431,1601115;-500,03070204;-2246,0543571;-305,042606366667;-385,666666666667;-564,685530733333;-441,490409066667;-420,418864066667;-2446,95219705333;-508,690409066667;-4062,18864;-165,357075733333;-80,55219735;-3035,16932033333;-1746,49040876533;-405;-499,01886397;-285,533333333333;-696,17593976;-97,0426063946667
-561,08169432;-737,709273033333;-2906,823742;-599,881434473333;-344,333333333333;-937,571862053333;-769,423742346667;-556,850732466667;-2837,61886366667;-357,9411415;-3033,16932033333;-341,228687086667;-121,218864033333;-1782,200490316;-2270,423742;-336,345237746667;-379,81886404;-212,305995940667;-296,3759397;-854,266107473333
-463,725207266667;-465,885530733333;-3501,007808;-823,92566056;-345,486331306667;-2991,3182476;-2558,15707533333;-629,1840658;-1559,57186192;-524,7759397;-1680,3102206;-554,709273033334;-281,05769212;-113,333333333333;-1507,69040882667;-458,218864066667;-693,303479826667;-342,290409066667;-434,9759397;-438,218864066667
-453,3411415;-369,3521974;-3005,30927333333;-241;-430,157075733333;-740,829273113333;-1498,75707554667;-639,218864066667;-2698,44260664667;-441,1759397;-2863,49777533333;-488,03852868;-283,89450528;-202,36882624;-509,262830293333;-416,885530733333;-1473,93333333333;-325,157075733333;-440,96202042;-748,100857693333
