Winter1jan,Winter2jan,Winter3Jan,Winter4Jan,Winter5Dec,Winter6jan,Winter7jan,Winter8Dec,Winter9Dec,Winter10Dec,Summer1Jul,Summer2Jul,Summer3Jul,Summer4Jul,Summer5Ag,Summer6Jul,Summer7Jul,Summer8Jul,Summer9Jul,Summer10Ag
-129.6666667,-41,-41,-66.33333333,-218.3333333,-90.33333333,-90.33333333,-508.8666667,-362.6666667,-365.0314151,-359,-344.3333333,-300.3333333,-287.8855307,-249,-113.3333333,-227.3333333,-113.3333333,-113.3333333,-113.3333333
-231,-41,-205.6666667,-41,-142.3333333,-162.6666667,-162.6666667,-372.7333333,-263.6666667,-648.8,-290.3333333,-334.3333333,-380.6980818,-429.7820509,-363.6666667,-41,-205.6666667,-41,-231,-41
-41,-41,-155,-41,-123.6666667,-78.33333333,-49,-329.6666667,-359,-329.6666667,-362.6666667,-362.6666667,-374.4904091,-384.6666667,-428.6666667,-66.33333333,-41,-41,-129.6666667,-41
-154.6666667,-230.6666667,-154.6666667,-154.6666667,-196,-159,-144.3333333,-249,-263.6666667,-307.6666667,-249,-249,-286.0655002,-249,-249,-231,-41,-142.3333333,-41,-41
-175.3333333,-365.3333333,-175.3333333,-327.3333333,-51.33333333,-49,-93,-249,-648.8,-249,-249,-249,-292.3759397,-249,-249,-187,-123.6666667,-301,-123.6666667,-301
-41,-53.66666667,-41,-167.6666667,-117,-49,-49,-290.3333333,-290.3333333,-290.3333333,-337,-293,-292.3759397,-249,-249,-196,-208.6666667,-196,-196,-297.3333333
-218.3333333,-41,-104.3333333,-41,-231,-90.33333333,-90.33333333,-370,-762.4666667,-362.6666667,-300.3333333,-344.3333333,-796.6581932,-315,-271,-51.33333333,-241.3333333,-51.33333333,-140,-51.33333333
-142.3333333,-41,-231,-41,-53.66666667,-162.6666667,-162.6666667,-359,-322.3333333,-544.8666667,-290.3333333,-290.3333333,-351.2188641,-363.6666667,-400.3333333,-41,-117,-41,-231,-41
-61.66666667,-61.66666667,-87,-61.66666667,-185.6666667,-137,-93,-204.3333333,-248.3333333,-558.8666667,-362.6666667,-362.6666667,-387.9084246,-362.6666667,-370,-155,-41,-41,-41,-41
-196,-360.6666667,-196,-246.6666667,-144.3333333,-100.3333333,-144.3333333,-49,-49,-49,-249,-249,-249,-249,-249,-205.6666667,-41,-231,-41,-117
-113.3333333,-227.3333333,-113.3333333,-303.3333333,-41,-121,-75.66666667,-49,-49,-49,-219,-182.3333333,-182.3333333,-182.3333333,-182.3333333,-185.6666667,-185.6666667,-274.3333333,-185.6666667,-375.6666667
-117,-41,-41,-79,-205.6666667,-249,-97,-90.33333333,-90.33333333,-90.33333333,-151.6666667,-151.6666667,-107.6666667,-63.66666667,-49,-144.3333333,-245.6666667,-144.3333333,-144.3333333,-157
-231,-41,-193,-41,-155,-290.3333333,-170.3333333,-228.6666667,-184.6666667,-162.6666667,-49,-85.66666667,-129.6666667,-159,-129.6666667,-41,-218.3333333,-41,-218.3333333,-41
-53.66666667,-41,-167.6666667,-41,-92.66666667,-399.3333333,-317.3333333,-138.3333333,-159,-209,-90.33333333,-90.33333333,-90.33333333,-105,-149,-53.66666667,-41,-41,-142.3333333,-41
-123.6666667,-187,-123.6666667,-123.6666667,-196,-351.6666667,-351.6666667,-49,-56.33333333,-100.3333333,-162.6666667,-165.3333333,-173.3333333,-162.6666667,-176,-231,-41,-129.6666667,-41,-41
-196,-386,-196,-335.3333333,-82.33333333,-249,-285.6666667,-49,-49,-49,-75.66666667,-105,-624.7333333,-61.13333333,-115.6666667,-168.6666667,-92.66666667,-282.6666667,-92.66666667,-257.3333333
-51.33333333,-76.66666667,-51.33333333,-190.6666667,-104.3333333,-321.8,-249,-49,-382.2,-54.33333333,-144.3333333,-100.3333333,-56.33333333,-62,-49,-196,-196,-196,-196,-310
-205.6666667,-41,-91.66666667,-41,-231,-340,-249,-126.3333333,-2575.345237,-671.4,-93,-137,-159,-135.3333333,-78.33333333,-82.33333333,-272.3333333,-82.33333333,-158.3333333,-82.33333333
-155,-41,-231,-41,-77,-381.3333333,-301.6,-363.3333333,-600.1521974,-346.9333333,-49,-49,-71,-128,-159,-41,-129.6666667,-41,-231,-41
-41,-41,-79,-41,-194.6666667,-555.0666667,-1786.4,-239.6666667,-339.2188641,-721.5333333,-90.33333333,-90.33333333,-1594.472464,-97.26666667,-90.33333333,-142.3333333,-41,-41,-53.66666667,-41
-185.6666667,-337.6666667,-185.6666667,-223.6666667,-218,-318.1333333,-1949.333333,-285.4,-310.8855307,-637.5333333,-162.6666667,-162.6666667,-2790.210145,-162.6666667,-162.6666667,-218.3333333,-41,-218.3333333,-41,-104.3333333
-144.3333333,-271,-144.3333333,-334.3333333,-127.0666667,-262,-1541.466667,-340,-357.080586,-371,-93,-55.93333333,-1331.210145,-49,-49,-287.9333333,-167.6666667,-325.3333333,-154.6666667,-344.6666667
-195,-105,-86.33333333,-105,-337.3333333,-262,-1624.6,-340,-353,-596.8666667,-151.4275788,-172,-709.4768116,-71,-971.1333333,-575.1333333,-277,-828.4,-175.3333333,-200.6666667
-423,-121,-356.3333333,-142.3333333,-258.6666667,-262,-462,-2982.533333,-423.6666667,-556.8666667,-60.82374237,-91.33333333,-781.8768116,-159,-1398,-41,-244,-186.6666667,-205.6666667,-41
-266.3333333,-121.8666667,-380.3333333,-207.2,-152.6666667,-347.3333333,-503.3333333,-2512.071611,-617.3333333,-463.2,-60.82374237,-62,-708.5434783,-56.33333333,-695.7333333,-41,-51.4,-960.6666667,-155,-41
-292.6666667,-935.32,-341.0666667,-305.6666667,-321.7820509,-569.2666667,-685.6666667,-293.5521974,-378.8,-418.9333333,-102.1570757,-628.6,-728.5434783,-90.33333333,-1940.666667,-231,-41,-1730,-41,-41
-396,-2599,-529.1333333,-1068.733333,-371.1521974,-782.0666667,-606.4,-471.6855307,-396.2417579,-383,-240.7304091,-162.6666667,-737.8768116,-162.6666667,-2301.494505,-150.3333333,-61.66666667,-264.6666667,-61.66666667,-213.6666667
-250.3333333,-709.3333333,-413.6666667,-447.3333333,-336.2188641,-222.3333333,-754.5333333,-2777.48553,-410.3521974,-383,-202.9209121,-107.6666667,-582.0768116,-61.13333333,-375.618864,-196,-196,-220.8,-196,-322.6666667
-353,-214,-906.0666667,-1169.2,-475.5521974,-778.4666667,-249,-2057.231109,-415.5521974,-378.6666667,-85.66666667,-732.659864,-428.6956522,-142.6666667,-208.2188641,-646.4,-293.8196646,-617.4666667,-176.6666667,-116.8
-736.1333333,-225.9979851,-525,-1604.6,-317.2417579,-309.5333333,-246.3333333,-1636.552538,-551.7121974,-455.3333333,-49,-1277.212245,-1194.278912,-120.6666667,-274.2188641,-2381.674581,-154.1570757,-2584.552197,-231,-110.4666667
-214,-365.818864,-283.9333333,-740.2,-336.6666667,-457,-309,-1692.932245,-462.7121974,-514.4666667,-49,-1312.012245,-1240.278912,-62,-171.5521974,-3053.290409,-52.82374237,-4584.552197,-1399.133333,-175
-327.6666667,-755.5521973,-847.7333333,-569.7333333,-369.9333333,-463.3333333,-403.3333333,-1340.1326,-221.8736263,-238.3333333,-440.9376812,-1489.278912,-1322.345578,-92.93333333,-165.480586,-3154.623742,-157.6904091,-3216.018864,-2540,-225.6666667
-348.3333333,-1052.285531,-335.3333333,-954.6,-257.4945053,-276.6,-198.2,-293.5521974,-1619.666667,-246.3333333,-628.9434783,-2598.363265,-1362.44898,-162.6666667,-173.0666667,-4344.090409,-256.4904091,-282.2188641,-2622.666667,-847.4666667
-248.6666667,-333.8721974,-293.5269597,-438.3333333,-390.5521974,-617.4666667,-192.6666667,-1287.712197,-1781.333333,-249,-1459.033274,-535.4666667,-2377.081633,-78.33333333,-62,-1730.957075,-410.4158283,-227.5521974,-2695,-419.12
-351,-624.3173991,-359.2188641,-348.3333333,-401.2188641,-331,-222,-3643.84553,-242.6666667,-249,-1682.875723,-195.4666667,-1319.278912,-159,-157.3333333,-178.6393293,-375.3333333,-88.08553069,-1225.392327,-51.33333333
-239,-553.6,-2721.28553,-286.6,-232.5521974,-425.4,-229.3333333,-3487.218864,-396.6,-355.6666667,-1585.889056,-649.8,-1209.012245,-53.33333333,-101.6666667,-162,-179.6,-85.55219735,-192.4904091,-41
-223.4,-490.5333333,-2773.889609,-234.6666667,-405.5750913,-541.3333333,-366.4,-2243.784066,-491.8510798,-359.3333333,-1597.155723,-2089.2,-1357.545578,-328.5333333,-49,-339.3333333,-54,-148.8855307,-65.82374237,-41
-467.6,-551.5059959,-2973.509273,-472.6,-351.2666667,-525.6666667,-377.6,-378.0942454,-397.2904091,-238.3333333,-1261.618308,-211.3333333,-1552.265578,-369.8666667,-672.7333333,-473.8933333,-1249.96,-275.5521974,-730.5570755,-180.3333333
-651.4666667,-429.8237424,-2243.309273,-440.3647485,-335.2,-412,-347.4666667,-364.1570757,-414.8904091,-931.7333333,-690.210145,-293.2,-481,-193.8666667,-1410.666667,-1642.24,-1499.906667,-1419.874212,-1464.918248,-327.3647485
-337.3333333,-306.8237424,-343.68048,-212.8237424,-525,-1420.612245,-2860.8,-1171.757076,-983.1849144,-2427.733333,-412.368116,-122.3333333,-450,-633,-1174.6,-1953.133333,-475.4,-1442.740293,-1247.411191,-270.8904091
-353.3333333,-706.6237423,-472,-212.8237424,-361.6666667,-1388.545578,-4224.986667,-442.1570757,-1802.250279,-2305.721583,-80.55219735,-647.1333333,-242.8666667,-247.8,-241.9333333,-248.6549162,-425,-163.8188641,-275.5521974,-65.82374237
-229.1412475,-297.2904091,-753.6431657,-237.0237424,-295.4,-1531.612245,-1468.266667,-279.7961636,-1592.818864,-521.1570757,-89.21886402,-171.8666667,-178.9333333,-264.3098323,-673.3333333,-649.6237423,-326.8437728,-203.9521974,-123.5521974,-65.82374237
-416.4904091,-478.9570757,-389.4904091,-429.1570757,-379.1215828,-746.337415,-502.4666667,-377,-437.8188641,-470.8237424,-191.1521974,-184,-170,-279.7570757,-2495.456979,-464.7646213,-85.55219735,-358.5521974,-125.3092731,-200.6237424
-1822.157075,-541.5570757,-496.7550608,-672.5177465,-244.4904091,-423,-290.8,-243.2,-358.8855307,-303.7570757,-339.7521974,-240,-317.9084246,-250.8814345,-480.709273,-267.709273,-137.218864,-395.9210235,-257.0426064,-420.9256606
-1848.823742,-330.8745808,-299.9759397,-808.1333333,-235.9570757,-1623.466667,-187.6666667,-304.2666667,-291.7534992,-182.8237424,-528.7820509,-418.3333333,-517.8855307,-360.5759397,-518.7759397,-252.3759397,-340.0111912,-895.9252073,-343.5481011,-393.1611719
-523.8237424,-303,-630.9759397,-855.0666667,-239.4904091,-1520.933333,-266.6,-433,-664.6237423,-132.1688262,-324.5452377,-203.8666667,-408.8855307,-201.9759397,-407.0426064,-193.1255307,-501.4426064,-243.4904091,-474.3626064,-1047.485531
-1053.243166,-313.6666667,-606.8426064,-322,-86.29040905,-766.8,-359.6057971,-388,-2368.623742,-638.8,-323.5521974,-622.0666667,-382.2188641,-86.06994379,-232.3327741,-105.0321974,-953.9023134,-258.9570757,-339.1915266,-198.4855307
-1207.310439,-369.0040778,-363.2724599,-354,-213.9726626,-251.4,-834.8768116,-307.3313184,-901.890409,-198.540293,-299.1521974,-96.09424544,-240.1014649,-80.55219735,-1008.6,-209.8736263,-2725.823742,-277.4904091,-169.3521974,-85.55219735
-784.1521972,-584.6904091,-466.6666667,-575.7333333,-265.6666667,-258,-791.5434783,-397.2855307,-375.1570757,-283.7521974,-193.8188641,-230.2387083,-187,-94.15421227,-1648.333333,-155,-2686.91391,-369.176499,-64.13827806,-207.0188641
-429.5521974,-1215.090409,-425.3333333,-642.6666667,-180.6666667,-335.6666667,-849.210145,-322.5521974,-332.576499,-475.048796,-490.3169459,-1628.76932,-160.3333333,-212.3333333,-90.33333333,-157.976499,-2787.666667,-326.6666667,-554.4666667,-331.8
-493.2188641,-2711.823742,-278.2,-372.2472434,-373.2,-335.8666667,-637.9434783,-359.2188641,-368.3333333,-1304.164442,-395.0426064,-2880.76932,-870.5333333,-398.9313184,-214,-298.8237424,-2206.584413,-300.6666667,-218.8510798,-345.4431657
-558.5521974,-2711.823742,-465.24,-403.2724599,-664.1333333,-351.3333333,-619.8494742,-421.0119044,-608.5144928,-1397.497775,-202.1341819,-2718.49474,-197.6666667,-246.5521974,-158.3333333,-130.0883941,-283.4904091,-162,-353.2237424,-277.8237424
-389.8852709,-2740.972662,-453.6869597,-405.3759397,-230.6393293,-574.0666667,-777.2338873,-247.0666667,-812.210145,-2892.876897,-594.7570757,-1511.145578,-171,-207.2816943,-716.0666667,-225.2426064,-63.49040904,-162,-640.0237423,-265.6904091
-958.5570756,-1739.466667,-445.2188641,-457.0426064,-407.8237424,-543.4487176,-853.3672206,-306.0666667,-738.6768116,-5423.212245,-117.7570757,-292,-171,-214.3759397,-183,-408.3759397,-518.8637423,-293.2666667,-106.1570757,-277.1570757
-520.7570757,-560.6666667,-548.5521974,-701.9759397,-325.1570757,-564.8855307,-828.7005539,-507.7021596,-829.010145,-1907.614966,-129.4237424,-216.8,-219.4,-165.1759397,-187.2069597,-251.3759397,-73.49040904,-201,-207.4904091,-930.5570756
-440.4904091,-282.3333333,-434.8855307,-387.8278386,-367.6904091,-531.4855307,-919.9652057,-391.3570757,-788.5434783,-378.6666667,-226.6431657,-296.9491616,-356.2666667,-280.6446213,-251.5521974,-462.8934448,-249.8196646,-214.1256606,-340.2472434,-281.7923273
-575.0904091,-245.2069597,-494.8855307,-305.5333333,-430.4904091,-405.0188641,-707.8881592,-517.8237424,-2763.018059,-358.0666667,-312.8510798,-393.9570757,-432.8533333,-485.8377465,-417.1521974,-285.4139193,-383.3333333,-671.2237423,-384.9570757,-122.8666667
-450.1570757,-276.8855307,-570.8855307,-362,-258.729497,-432.1521974,-427.309273,-547.8237424,-2077.433887,-402.2369671,-264.1570757,-903.2237423,-299.7059959,-183,-109.8855307,-268.5173991,-162.152998,-79.15707571,-325.8237424,-41
-376.576499,-298.2188641,-404.3707325,-362,-453.3570757,-407.9333333,-923.1759398,-503.8237424,-1535.760418,-327.3759397,-276.9272222,-367.4904091,-194.8237424,-201.9313184,-80.55219735,-395.3521974,-213.1437424,-103.8237424,-1283.557076,-41
-488.6666667,-589.2188641,-396.3923273,-564.3333333,-540.9570757,-782.8,-431.9759397,-618.0926626,-1899.112799,-419.509273,-290.1759397,-343.4904091,-505.890409,-211.9521974,-738.9084245,-620.418864,-63.49040904,-816.8237423,-2551.823742,-688.0666667
-409.3570757,-502.9797761,-542.0655002,-696.8507325,-396.8237424,-2332.204944,-1045.088394,-998.6049447,-4035.579466,-1049.709273,-265.7876902,-264.4079141,-103.5570757,-271.8855307,-1421.466667,-517.7521973,-135.4904091,-296.1215828,-2632.91391,-288.3333333
-400.8585406,-290.5689801,-418.3759397,-317.6150277,-563.8237424,-1448.152197,-627.3374111,-505.0188641,-2458.76932,-535.3759397,-2015.618864,-149,-1341.184914,-1956.30779,-2804.2,-315.5521974,-396.9620204,-872.1466667,-2720.333333,-1274.423742
-982.8426064,-785.890409,-674.6159397,-284.3759397,-449.0354929,-907.018864,-2230.533333,-466.8855307,-3320.823129,-601.3759397,-2366.466108,-162.6666667,-1187.093445,-2871.011079,-4661.666667,-150.4119044,-229.3131094,-260.6533333,-938.9382781,-2494.509273
-418.3759397,-349.6237424,-546.4731094,-284.3759397,-257.1333333,-610.6855307,-2583.91391,-337.0855307,-1508.278571,-593.976393,-1954.642607,-76.03549289,-613.6188639,-1530.635987,-2837.458994,-265.6666667,-83.21886403,-199,-327.5601115,-233.7092731
-431.1601115,-500.030702,-2246.054357,-305.0426064,-385.6666667,-564.6855307,-441.4904091,-420.4188641,-2446.952197,-508.6904091,-4062.18864,-165.3570757,-80.55219735,-3035.16932,-1746.490409,-405,-499.018864,-285.5333333,-696.1759398,-97.04260639
-561.0816943,-737.709273,-2906.823742,-599.8814345,-344.3333333,-937.5718621,-769.4237423,-556.8507325,-2837.618864,-357.9411415,-3033.16932,-341.2286871,-121.218864,-1782.20049,-2270.423742,-336.3452377,-379.818864,-212.3059959,-296.3759397,-854.2661075
-463.7252073,-465.8855307,-3501.007808,-823.9256606,-345.4863313,-2991.318248,-2558.157075,-629.1840658,-1559.571862,-524.7759397,-1680.310221,-554.709273,-281.0576921,-113.3333333,-1507.690409,-458.2188641,-693.3034798,-342.2904091,-434.9759397,-438.2188641
-453.3411415,-369.3521974,-3005.309273,-241,-430.1570757,-740.8292731,-1498.757076,-639.2188641,-2698.442607,-441.1759397,-2863.497775,-488.0385287,-283.8945053,-202.3688262,-509.2628303,-416.8855307,-1473.933333,-325.1570757,-440.9620204,-748.1008577
-360.3759397,-272.5521974,-1807.17594,-294.9177465,-341.5570757,-710.029273,-2595.518248,-519.6188641,-895.5759397,-536.5876902,-2351.504578,-597.7445246,-495.5836125,-969.8904089,-519.4904091,-265.1366105,-2218.197985,-645.6237423,-1644.560912,-264.4904091
-284.3759397,-354.2960457,-354.0071136,-405.3759397,-425.4904091,-501.4426064,-2776.042607,-954.9521973,-947.3092731,-490.4426064,-550.4855307,-508.3759397,-533.029273,-2581.357075,-1009.77594,-383.709273,-751.8426064,-444.4237424,-1929,-333.8237424
-297.2229418,-490.3759397,-409.5521974,-497.3759397,-528.8237424,-558.2825183,-511.1759397,-2762.618864,-429.6426064,-548.3759397,-526.0581933,-529.709273,-1084.01594,-2585.823742,-1068.442606,-477.230702,-397.3759397,-418.9059959,-318.1609121,-324.8904091
-227.5521974,-328.0426064,-342.2417579,-550.3759397,-414.3688262,-971.6915794,-535.3759397,-560.6741275,-638.2645246,-758.1092731,-658.3759397,-634.2724599,-559.3524599,-2735.178541,-527.2426064,-425.4904091,-360.2426064,-404.32,-425.4904091,-481.8237424
-163.1840658,-94.70927306,-172.3333333,-228.3759397,-463.2666667,-1622.100554,-576.709273,-635.309273,-629.8111912,-741.6426064,-519.0953538,-599.709273,-1731.988185,-1209.666107,-601.3759397,-1061.102159,-566.0426064,-364,-951.8078081,-407.8237424
-218.3333333,-84.37593973,-339.3333333,-112.9748314,-329.6666667,-1327.774181,-1182.109273,-566.4426064,-645.3759397,-1008.509273,-559.709273,-575.7601115,-1707.321518,-695.4464428,-609.709273,-403.3333333,-462.7280892,-282.3333333,-636.709273,-294.1570757
-41,-62.29162335,-158.4666667,-41,-241,-1062.919418,-574.5759397,-668.6426064,-565.1759397,-595.9366105,-632.0426064,-649.0426064,-1907.403772,-660.309273,-583.8147678,-400,-281.3333333,-774.0666667,-879.5994408,-244.9412475
-41,-129.6666667,-41,-41,-354.6666667,-960.2527513,-576.4620297,-935.1759398,-548.3759397,-536.5521974,-898.4426064,-495.0426064,-2460.070438,-508.0426064,-505.9272222,-552,-362,-355,-272.5521974,-329.7333333
-185.6666667,-375.6666667,-185.6666667,-350.3333333,-407.6,-952.919418,-516.8778579,-528.542963,-548.3759397,-936.3521973,-579.8426064,-596.309273,-1603.211079,-859.4426064,-918.9092731,-412.6666667,-362,-411.1844131,-369.3521974,-552
-144.3333333,-144.3333333,-144.3333333,-258.3333333,-450.6666667,-943.3860847,-503.109273,-572.7680256,-561.8756891,-541.948361,-682.3626064,-720.6286871,-1736.388185,-603.5759397,-949.0543569,-475.6666667,-501,-439.0904091,-505.1153842,-564.3333333
-231,-41,-117,-41,-352,-995.2660847,-576.709273,-759.0426064,-499.1411415,-684.0426064,-535.3759397,-594.8237424,-1702.654852,-616.0426064,-638.2816943,-472.1333333,-662.1333333,-508.1570757,-597.6666667,-527.0883941
-129.6666667,-41,-231,-41,-162,-957.7666644,-685.709273,-571.6959397,-365.709273,-649.709273,-576.709273,-657.1918739,-1255.07662,-572.7680256,-591.3759397,-362,-714.3805767,-373.8237424,-539.3333333,-805.1759398
-41,-41,-53.66666667,-41,-166.5333333,-575.111288,-626.1230385,-535.3759397,-413.3759397,-542.709273,-649.0426064,-1273.109273,-608.3759397,-649.0426064,-584.509273,-300.4904091,-52.82374237,-186.4904091,-162,-217.6426064
-92.66666667,-270,-92.66666667,-156,-196,-516.4446213,-516.0354929,-935.1759398,-413.3759397,-1068.442606,-483.6426064,-571.7759397,-619.9994407,-631.051581,-524.709273,-325.8237424,-52.82374237,-357.5177465,-57.13333333,-173.0426064
-196,-297.3333333,-196,-386,-113.3333333,-524.3404469,-516.8237424,-412.2724599,-413.3759397,-535.3759397,-505.1759397,-565.6426064,-1159.873626,-921.4744748,-413.3759397,-194.4904091,-73.49040904,-169.9333333,-61.66666667,-290.3131094
-171,-82.33333333,-82.33333333,-107.6666667,-218.3333333,-523.5521974,-484.5570757,-482.8237424,-469.3759397,-501.311288,-427.3759397,-450.0426064,-1459,-645.3759397,-986.7248599,-240.0904091,-321.8237424,-196,-196,-214.9313184
-231,-41,-205.6666667,-41,-142.3333333,-595.0071136,-434.5570757,-377.1570757,-405.4904091,-374.0040778,-821.6581934,-399.651581,-689.2824949,-545.5521974,-589.5521974,-122.7923272,-283.5177465,-113.3333333,-303.3333333,-113.3333333
-41,-41,-155,-41,-41,-759.0426064,-591.8237424,-182.8237424,-128.0158283,-221.5333333,-517.109273,-417.8510798,-424.1570757,-564.8855307,-564.8855307,-66.33333333,-41,-41,-129.6666667,-41
-41,-117,-41,-41,-123.6666667,-430.509273,-304.8237424,-95.18441312,-49,-49,-443.111288,-284.6666667,-296.4904091,-437.2188641,-433.0119044,-231,-41,-142.3333333,-41,-41
-154.6666667,-344.6666667,-154.6666667,-306.6666667,-196,-406.2426064,-260.8237424,-49,-49,-49,-404.8237424,-215,-182.8237424,-313.0347983,-130.0666667,-104.3333333,-41,-218.3333333,-41,-218.3333333
-175.3333333,-188,-175.3333333,-302,-127.3333333,-292.3759397,-260.8237424,-56.33333333,-49,-49,-353.5805767,-185,-292.8237424,-349.9333333,-71,-123.6666667,-136.3333333,-123.6666667,-123.6666667,-225
-218.3333333,-41,-104.3333333,-41,-231,-292.3759397,-260.8237424,-200.3333333,-163.6666667,-119.6666667,-292,-49,-106.6745808,-219.9333333,-159,-196,-386,-196,-284.6666667,-196
-142.3333333,-41,-231,-41,-53.66666667,-420.1327741,-335.9098323,-184.6666667,-228.6666667,-272.6666667,-219.4,-49,-49,-49,-56.33333333,-51.33333333,-127.3333333,-51.33333333,-241.3333333,-51.33333333
-41,-41,-66.33333333,-41,-41,-418.2069597,-458,-49,-49,-49,-114.7333333,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-155,-41,-41,-41,-41
-61.66666667,-226.3333333,-61.66666667,-112.3333333,-185.6666667,-249,-249,-49,-49,-49,-199.3333333,-162.6666667,-162.6666667,-162.6666667,-162.6666667,-205.6666667,-41,-231,-41,-117
-196,-310,-196,-386,-144.3333333,-648.8,-249,-49,-49,-49,-151.6666667,-151.6666667,-107.6666667,-63.66666667,-49,-41,-41,-129.6666667,-41,-231
-189.3333333,-113.3333333,-113.3333333,-151.3333333,-205.6666667,-249,-249,-115,-71,-49,-49,-85.66666667,-129.6666667,-159,-129.6666667,-185.6666667,-287,-185.6666667,-185.6666667,-198.3333333
-231,-41,-193,-41,-155,-285.6666667,-249,-163.6666667,-200.3333333,-178.3333333,-49,-49,-49,-63.66666667,-107.6666667,-144.3333333,-321.6666667,-144.3333333,-321.6666667,-144.3333333
-53.66666667,-41,-167.6666667,-41,-41,-393,-393,-162.6666667,-170,-214,-49,-49,-49,-49,-49,-53.66666667,-41,-41,-142.3333333,-41
-41,-104.3333333,-41,-41,-92.66666667,-362.6666667,-399.3333333,-49,-49,-49,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-231,-41,-129.6666667,-41,-41
-123.6666667,-313.6666667,-123.6666667,-263,-196,-353.8666667,-249,-49,-49,-49,-258,-214,-170,-162.6666667,-162.6666667,-117,-41,-231,-41,-205.6666667
-196,-221.3333333,-196,-335.3333333,-145.6666667,-370,-249,-63.66666667,-49,-49,-93,-137,-159,-122.3333333,-78.33333333,-92.66666667,-92.66666667,-92.66666667,-92.66666667,-206.6666667
-216,-51.33333333,-102,-51.33333333,-231,-370,-249,-159,-129.6666667,-85.66666667,-49,-49,-71,-115,-159,-196,-386,-196,-272,-196
-155,-41,-231,-41,-66.33333333,-465.3333333,-300.3333333,-105,-149,-193,-49,-49,-49,-49,-49,-82.33333333,-171,-82.33333333,-272.3333333,-82.33333333
-41,-41,-79,-41,-41,-415,-378.3333333,-162.6666667,-162.6666667,-162.6666667,-49,-49,-49,-49,-49,-142.3333333,-41,-41,-53.66666667,-41
-41,-193,-41,-79,-154.6666667,-762.4666667,-362.6666667,-49,-49,-49,-134.3333333,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-218.3333333,-41,-218.3333333,-41,-104.3333333
-185.6666667,-312.3333333,-185.6666667,-375.6666667,-175.3333333,-648.8,-249,-49,-49,-49,-258,-272.6666667,-228.6666667,-184.6666667,-162.6666667,-41,-41,-142.3333333,-41,-231
-207.6666667,-144.3333333,-144.3333333,-195,-193,-182.3333333,-182.3333333,-122.3333333,-78.33333333,-49,-49,-78.33333333,-122.3333333,-159,-137,-154.6666667,-243.3333333,-154.6666667,-154.6666667,-180
-231,-41,-180.3333333,-41,-167.6666667,-93,-49,-115,-159,-144.3333333,-49,-49,-49,-56.33333333,-100.3333333,-175.3333333,-365.3333333,-175.3333333,-340,-175.3333333
-66.33333333,-41,-180.3333333,-41,-41,-144.3333333,-159,-90.33333333,-90.33333333,-134.3333333,-49,-49,-49,-49,-49,-41,-41,-41,-155,-41
-41,-91.66666667,-41,-41,-61.66666667,-90.33333333,-119.6666667,-162.6666667,-162.6666667,-162.6666667,-49,-49,-49,-49,-49,-231,-41,-117,-41,-41
-92.66666667,-282.6666667,-92.66666667,-219.3333333,-196,-173.3333333,-162.6666667,-49,-49,-49,-193,-149,-105,-90.33333333,-90.33333333,-129.6666667,-41,-231,-41,-193
-196,-234,-196,-348,-196,-129,-57,-71,-49,-49,-199.3333333,-243.3333333,-272.6666667,-243.3333333,-199.3333333,-61.66666667,-64.33333333,-74.33333333,-75,-321.6
-234.3333333,-82.33333333,-120.3333333,-82.33333333,-345.6666667,-49,-49,-159,-137,-93,-49,-49,-63.66666667,-107.6666667,-151.6666667,-222.6666667,-456,-204,-725.8,-595.8
-167.6666667,-41,-231,-41,-220.3333333,-151.6666667,-107.6666667,-56.33333333,-100.3333333,-144.3333333,-49,-49,-49,-49,-49,-153.3333333,-334.6666667,-140,-410,-113.3333333
-41,-41,-91.66666667,-41,-219.6666667,-85.66666667,-132.3333333,-90.33333333,-90.33333333,-90.33333333,-49,-49,-49,-49,-49,-199,-161,-81,-186.3333333,-73
-51.66666667,-180.3333333,-41,-69.86666667,-323.6666667,-784.4666667,-884.07483,-162.6666667,-162.6666667,-162.6666667,-100.3333333,-56.33333333,-49,-49,-49,-324.3333333,-150.3333333,-1178.533333,-145,-110.3333333
-236.4,-358,-154.6666667,-397.6666667,-396,-282.6666667,-1378.612245,-49,-49,-49,-178.3333333,-200.3333333,-163.6666667,-119.6666667,-90.33333333,-155.6666667,-121,-304.2666667,-153,-231
-852.0666667,-279.3333333,-191.3333333,-353,-403.6666667,-240.9333333,-1380.478912,-129.6666667,-85.66666667,-49,-162.6666667,-184.6666667,-228.6666667,-272.6666667,-258,-211.6666667,-279.6666667,-123.6666667,-235.6666667,-161.6666667
-342.6666667,-240.9333333,-270.6,-265.8237424,-474,-313.3333333,-1933.012245,-107.6666667,-151.6666667,-151.6666667,-49,-49,-49,-49,-93,-294.6666667,-440.0666667,-196,-428,-196
-721.0666667,-187.3333333,-312.6666667,-193.9570757,-375,-447.6,-1502.612245,-55.13333333,-59.66666667,-85.66666667,-49,-49,-49,-49,-49,-143.4666667,-151.6666667,-57.4,-237.3333333,-51.33333333
