Winter1jan,Winter2jan,Winter3Jan,Winter4Jan,Winter5Dec,Winter6jan,Winter7jan,Winter8Dec,Winter9Dec,Winter10Dec,Summer1Jul,Summer2Jul,Summer3Jul,Summer4Jul,Summer5Ag,Summer6Jul,Summer7Jul,Summer8Jul,Summer9Jul,Summer10Ag
-49.66666667,-92,-54,-52.82374237,-2039.266667,-384,-1414.612245,-180.6666667,-525.1632653,-181,-49,-49,-49,-49,-49,-311.3333333,-158,-117.3333333,-2054,-46.2
-61.66666667,-264.6666667,-74.66666667,-187.4904091,-3005.666667,-425.3333333,-1433.945578,-295.6666667,-1493.278912,-354.6666667,-159,-674.7333333,-103.2666667,-49,-49,-222,-147.3333333,-643.8,-854,-193.3333333
-212,-287.2666667,-217.4139193,-366.1844131,-2986.2,-497.6666667,-1144.94756,-254,-1344.945578,-249,-151.6666667,-2565.333333,-321.3333333,-194.3333333,-134.3333333,-89.66666667,-71.13333333,-79.33333333,-78,-193.3333333
-303.7021596,-598.4666667,-212.5521974,-121.3333333,-2430.2,-378.8,-653.5434783,-372,-2849.612245,-306.4,-208,-482.5333333,-357.7333333,-240.6666667,-264.0666667,-2228.333333,-356.4,-186.5333333,-265.5333333,-198.6666667
-1968.157075,-184.8,-443.5521974,-181.2437728,-291.6666667,-367.1333333,-719.5434783,-279.5681316,-2544.311565,-350,-129,-49,-261,-91.66666667,-62,-728.3333333,-271.3333333,-144.3333333,-801.6666667,-146.0666667
-1093.557076,-241.0354929,-345.4188641,-245.5521974,-206.3333333,-278.3333333,-730.0298096,-293.5521974,-238.3333333,-227.3333333,-121,-59.4,-261,-67.66666667,-62,-130,-54,-53.13333333,-251.9333333,-41
-1748.957075,-352.4904091,-272.5521974,-258.2188641,-252.6666667,-238.3333333,-665.3672206,-334.8855307,-322.8666667,-315.4666667,-137,-76.66666667,-236.8,-49,-62,-244,-453.8,-206,-54,-345.5333333
-1893.004077,-457.8904091,-344.7014649,-518.2188641,-356,-250.3333333,-706.7005539,-407.2188641,-452.6666667,-443.6666667,-141.8,-233.3333333,-565.8666667,-85.66666667,-60.26666667,-66.66666667,-63.86666667,-180.6666667,-54,-372.0666667
-528,-997.010409,-396,-467.0188641,-369,-322.6666667,-757.7005539,-245.6188641,-241.6666667,-223.3333333,-664.9507247,-387.2,-157.4139193,-193,-193,-105.6666667,-156,-105.6666667,-98.73333333,-156.3333333
-536.752998,-231.4275788,-336,-230.2646518,-362.5333333,-280.6666667,-680.0338873,-100.3333333,-266.3333333,-280,-580.210145,-1499.333333,-194.2188641,-562.4666667,-199.3333333,-199.4666667,-389.152998,-202.9333333,-347.4666667,-218.4589939
-384.4904091,-1814,-374.3333333,-174.3333333,-214,-273.3333333,-755.1866439,-49,-138.4666667,-199.3333333,-463.9434783,-1249,-80.55219735,-49,-49,-82.33333333,-119.490409,-82.33333333,-234.6666667,-99.35707571
-261.2237424,-1306,-214,-162.576499,-2080.666667,-182,-1752.592754,-49,-49,-89.33333333,-460.8768116,-49,-80.55219735,-49,-49,-205.6666667,-101.3570757,-960.3084244,-54,-52.82374237
-212.8237424,-386.4,-747.3333333,-274.1570757,-1127.666667,-222,-2344,-109.2646518,-272.5333333,-167.6666667,-563.5434783,-122.3333333,-109.8855307,-49,-49,-251.8,-143.8237424,-2774.552197,-54,-179.4904091
-475.6904091,-371.6666667,-2380,-494.8237424,-371.0666667,-259.8666667,-1436.133333,-276.2188641,-339.6666667,-277.3333333,-758.4768116,-115,-173.7243588,-144.3333333,-100.3333333,-162,-2807.983742,-2622.552197,-54,-270.2754929
-455.8237424,-288,-367.4,-675.9570757,-391,-333.5910255,-2125.266667,-975.9131096,-504.5333333,-254.3333333,-2616.876811,-106.4666667,-90.33333333,-134.3333333,-178.3333333,-275.6666667,-3073.650409,-3231.28553,-192.6666667,-210.96
-367.576499,-174,-966.1701465,-272.4104091,-264.3333333,-977.1327741,-335.3333333,-1492.37594,-2702.607914,-1756.333333,-1840.410145,-283.6666667,-187.0666667,-162.6666667,-162.6666667,-297.2,-2994.8,-540.4646517,-365.3333333,-188.3333333
-216.3647485,-174,-348.5521974,-184.2472434,-224.1382781,-446.3759397,-1156.061423,-759.3092732,-754.6237423,-2133.246965,-486.0768116,-208.9910255,-171,-49,-49,-238.3333333,-2515.434798,-41,-97.73333333,-63.4589939
-230.030702,-285.4,-336.0267782,-238.880586,-253.2188641,-2023.709273,-2481.57594,-784.2515809,-376.630702,-1917.231109,-1546.033274,-324.7994407,-176.2,-153.8666667,-350.4965987,-284.680586,-158.5521974,-180.3333333,-54,-204.0904091
-301.2426064,-421.4933333,-374.3759397,-570.5836125,-388.4188641,-1373.458541,-249.3759397,-478.1570757,-464.509273,-1999.231109,-1783.82239,-459.709273,-272,-219.5177465,-1179.612245,-110.8855307,-133.8855307,-341.2533333,-166.9333333,-366.4237424
-424.709273,-382.24,-432.3759397,-583.1759397,-431.8855307,-367.4237424,-225.0426064,-1154.890409,-580.3759397,-1732.031109,-1729.673122,-959.9759398,-235.3333333,-393.8675152,-1299.859488,-98.41886402,-639.6855307,-182.6666667,-1663.073626,-272.5481011
-972.3092731,-225.4716114,-388.909273,-406.709273,-474.7521974,-1433.274581,-284.1759397,-440.8237424,-613.7759397,-1273.652877,-1792.041254,-586.509273,-162.6507325,-254.709273,-1795.16932,-296.1521974,-1042.411904,-320.152998,-2014.68553,-360.3759397
-421.6150277,-240.3521974,-419.5759397,-280.5023134,-345.5173991,-1261,-339.0699438,-802.4040777,-815.1759398,-474,-1370.904435,-493.2267782,-201.1521974,-282.109273,-1311.413093,-278.8855307,-551.1333333,-246.1570757,-515.9797761,-625.3521973
-353.5521974,-258.2188641,-146.4150277,-212.8237424,-335,-609,-207.3104395,-366.2666667,-443.7321669,-452,-2714.909273,-336.5521974,-80.55219735,-503.5994407,-1775.605872,-423.7339193,-41,-211.8237424,-296.3759397,-205.818864
-353.5521974,-427.5521974,-246.5521974,-291.2431657,-354.8,-298.4666667,-249.6666667,-257.0942454,-423.8237424,-306.4666667,-1934.788185,-411.1521974,-117.218864,-267.1521973,-1946.709273,-301.6666667,-41,-323.4904091,-191.509273,-186.5521974
-467.2188641,-413.8855307,-358,-1042.46283,-329.6666667,-320.3333333,-268.5177465,-347.1570757,-465.1570757,-250.3333333,-1338.620053,-368.6188641,-836.9327741,-291.9771061,-272.0426064,-297.6252377,-72.85073247,-168.1539101,-85.50432832,-241.1601115
-569.6188641,-374.6855307,-389.3333333,-411.6904091,-395.9333333,-389.9333333,-260.1570757,-390.8237424,-511.3570757,-228.6666667,-1314.302654,-179.4139193,-92.37593973,-219.6666667,-287.7366105,-164.7521974,-299.8855307,-242.5466667,-160.8237424,-152.3182476
-379.5983324,-232.0252166,-437.2666667,-333.8237424,-210.3333333,-1075.466667,-518.5570757,-181.8237424,-179.6237424,-122.3333333,-900.8944945,-212.3333333,-108.4675152,-225.9098323,-230.2646518,-240.5521974,-366.8855307,-317,-389.9412475,-207.8237424
-328.3570757,-219.1341819,-249.6666667,-667.0237423,-171.3333333,-417.8666667,-450.4904091,-75.38057672,-60.82374237,-54.26666667,-175.6666667,-284.6666667,-174.4904091,-308.4904091,-186.8666667,-149.218864,-88.08553069,-172.3333333,-114.6666667,-63.15707571
-381.4904091,-856.1759398,-560.8,-2832.823742,-251.3333333,-330,-423.8237424,-95.87362632,-92.82374239,-123.3333333,-135.3333333,-78.33333333,-60.82374237,-77.82374237,-49,-291.5521974,-60.31043947,-361.4666667,-51.00791412,-65.49040904
-407.4904091,-2981.37594,-181.6666667,-3026.882495,-390.8666667,-373.0666667,-412.7882495,-313.3521974,-158.8196646,-184.6666667,-128,-159,-289.4237424,-114.8237424,-56.33333333,-101.3979851,-54,-416.8237424,-74.23766167,-234.152998
-679.1570757,-2950.509273,-436.8,-3567.2,-550.5333333,-395.8945053,-297.3059959,-545.5521974,-269,-318,-52.46666667,-49,-391.8158282,-183.4904091,-186.3452377,-41,-92,-168.0237424,-116.0426064,-181.5333333
-1629.06283,-2876.77594,-517.6666667,-2769.886331,-662.3542123,-526.7521974,-359.3570757,-608.8188641,-414.4,-486.2237424,-153.6666667,-55.31043947,-182.8237424,-104.9837424,-104.9169458,-746.7910254,-782.4,-288.4904091,-380.0426064,-317.7021596
-1443.517746,-2906.340447,-552,-373.8237424,-405.6855307,-595.2188641,-457.8237424,-523.5521974,-370,-275.4904091,-251.3333333,-131.3445246,-224.1570757,-144.8580818,-666.7759398,-252.1680256,-195,-222.8904091,-394.109273,-277.1570757
-269.5570757,-945.1104395,-378.8278386,-373.8237424,-414.4346923,-488.1521974,-270.6008485,-866.0898785,-903.0666667,-293.0904091,-345.6666667,-206.0426064,-296.4904091,-196.729497,-238.5759397,-354.709273,-41,-80.75299797,-185.2826064,-173.8237424
-265.8237424,-552,-393.5521974,-2250.157075,-470.0426064,-2617.88553,-2384.509273,-786.0608774,-451.3333333,-381.8237424,-751.8,-180.3759397,-226.8237424,-100.8237424,-262.909273,-389.3759397,-190.0266667,-244,-126.2455307,-275.1570757
-348.4904091,-533.3333333,-411.6855307,-3027.090409,-562.709273,-2500.043773,-465.3092731,-867.0101449,-499.3333333,-381.8237424,-390.6,-143.709273,-307.2707444,-176.1570757,-348.2376617,-256.3689801,-206.16,-447.6,-62.41391929,-412.3688262
-522.1570757,-481,-508.2188641,-3465.034538,-486.2605556,-392,-1204.458193,-903.8768116,-643.3333333,-490.1844131,-202.2945053,-490.07246,-178.1333333,-90.15707571,-459.2904091,-202.7688262,-873.4,-1962.786667,-118.3333333,-180.9866667
-443.9570757,-264.3333333,-579.1153842,-2794.88553,-378.9570757,-876.0666667,-1554.109273,-888.210145,-533.2040778,-549.6666667,-281.5521974,-55.30599593,-1018.8,-60.82374237,-275,-297.6707444,-471.6666667,-487.7333333,-440.540293,-244.4
-241,-254,-468.8510798,-2784.552197,-386.0354929,-2585.666667,-580.9759397,-839.610145,-420.0237424,-418.8,-363.5521974,-102.1570757,-2752.60117,-111.8510798,-298.1333333,-624.9570757,-603,-347.2666667,-767.2855306,-209.4
-303.7748314,-407.2,-375.9272222,-285.5521974,-375,-1373.266667,-916.9938888,-896.5434783,-450.4953538,-451.9114151,-599.4620297,-211.1570757,-2134.429009,-706.9177464,-257.5611719,-428.5570757,-153.9333333,-558.5333333,-162.2816943,-175
-418.3759397,-564.5034798,-405.3759397,-435.6119044,-488.6666667,-383,-381.0354929,-832.010145,-948.1759398,-688.8776617,-2233.309273,-220.651581,-702.8762523,-349.8237424,-167.6778579,-355.0237424,-162,-311.5750912,-217.3759397,-365
-563.0426064,-538.2188641,-550.0426064,-905.7771061,-603.9923273,-383,-249,-885.5434783,-614.3759397,-557.3759397,-2004.851581,-1781.442607,-533.5860847,-367.7321669,-1947.309273,-302.8824949,-187.3333333,-88.55219736,-217.3759397,-322.3333333
-711.709273,-508.709273,-559.7210235,-375.8855307,-507.3570757,-902.2,-480.3499856,-657.5331487,-652.795363,-1934.709273,-694.6237423,-1466.55009,-580.0527513,-449.509273,-2383.57594,-408.6666667,-465.6666667,-498.0855307,-415.1341819,-800.4666667
-496.6426064,-405.3759397,-595.3759397,-283.5876902,-373.8237424,-488.1805767,-1036.233888,-528.0426064,-561.4855307,-2437.442607,-365.3988336,-1397.654852,-739.919418,-495.3759397,-393.709273,-384.0945053,-895.4,-488.5131094,-541.3182476,-317.5333333
-264.922084,-480.2426064,-394.9043283,-284.3759397,-373.8237424,-2384.835647,-1030.700554,-446.6426064,-569.4507325,-1898.042607,-388.4229418,-1520.321518,-850.0997534,-1061.105195,-461.5759397,-359.2188641,-268.2188641,-123.8426064,-242.0111912,-161.6785711
-248.0942454,-609.8738889,-390.651581,-363.8426064,-927.2393293,-1881.109273,-933.9880996,-535.3759397,-507.2424525,-2172.250279,-611.0426064,-1686.254852,-984.919418,-609.8855307,-542.0426064,-508.5210235,-248.0426064,-410.1341819,-233.3404469,-265.2188641
-304.4904091,-1093.863048,-457.0426064,-647.0426064,-541.8237424,-1377.491586,-952.919418,-1127.109273,-550.0426064,-394.4188641,-787.1759398,-1512.321518,-910.5860847,-600.6464428,-516.3327741,-365.3759397,-253.1759397,-300.4904091,-268.4426064,-516.6188641
-519.6286871,-644.2816943,-546.7915266,-948.1780606,-636.4904091,-1704.854852,-952.919418,-611.8356467,-645.3759397,-515.4855307,-424.709273,-1448.988185,-864.719418,-513.1689801,-630.6959397,-417.709273,-299.0426064,-295.6393293,-426.0426064,-814.018864
-515.709273,-1034.37594,-599.5521974,-403.3333333,-431.6904091,-1775.988185,-1851.260424,-568.5759397,-983.0426064,-623.5521974,-545.4376617,-1518.321518,-793.8527513,-495.3759397,-454.309273,-560.7550608,-505.7252073,-456.7570757,-739.8585406,-527.5173991
-284.3759397,-405.3759397,-507.5521974,-362,-363.1817274,-1681.557223,-2806.319418,-527.0426064,-1318.842606,-637.2188641,-533.651581,-1485.214035,-677.1838553,-522.0426064,-1134.709273,-505.8724599,-394.5562751,-448.9550608,-534.8237424,-434.3333333
-284.3759397,-481.3759397,-378.8278386,-265.2,-465.3099438,-1763.431999,-1469.468686,-413.3759397,-636.6959397,-524.3404469,-653.309273,-514.9759397,-452.3445246,-576.709273,-2982.095354,-585.1797761,-382.8855307,-506.709273,-370.6707444,-368.2122517
-284.3759397,-572.2376617,-364.1034798,-415.8725659,-476.2188641,-534.5876902,-952.919418,-420.709273,-548.3759397,-1290.029273,-591.3759397,-744.3759397,-702.109273,-1254.17594,-1053.97594,-468.709273,-393.5521974,-671.029273,-333.4904091,-582.709273
-370.6973687,-499.3688262,-507.2188641,-524.709273,-1024.352197,-535.3759397,-952.919418,-588.4426064,-685.829273,-975.8426064,-540.2426064,-514.3411415,-524.3759397,-1150.046443,-645.3759397,-405.3759397,-946.3797762,-388.8182569,-252.8237424,-506.709273
-1053.023742,-391.4666667,-591.0346923,-418.709273,-593.8855307,-623.3759397,-2866.142919,-557.3759397,-493.3759397,-523.3759397,-537.9759397,-503.8237424,-535.3759397,-542.0655002,-542.709273,-477.5252073,-667.5252073,-428.5333333,-424.1570757,-488.0426064
-472.7923273,-264.1382781,-474.3759397,-284.3759397,-358.3369578,-1119.77594,-1462.623922,-576.709273,-495.7759397,-568.5759397,-518.5481011,-547.9837424,-535.3759397,-1073.028687,-535.3759397,-480.4237424,-588.6904091,-434.1194619,-629.3759397,-557.2229418
-173.8237424,-72.55219735,-105.5023134,-84.37593973,-405.3759397,-576.709273,-576.709273,-649.0426064,-591.7989396,-649.0426064,-569.9391265,-492.6805436,-935.1759398,-651.8426064,-437.7759397,-498.1570757,-384.1570757,-294.709273,-334.2543569,-314.8049448
-173.8237424,-237.2188641,-52.82374237,-122.1604588,-405.3759397,-649.0426064,-649.0426064,-535.3759397,-498.3104395,-523.020773,-679.3759397,-545.5521974,-635.3759397,-591.3759397,-549.0442528,-534.5491616,-373.8237424,-563.109273,-405.3759397,-376.08048
-194.4904091,-207.2188641,-73.49040904,-251.6666667,-949.8426064,-1080.709273,-535.3759397,-528.709273,-545.5521974,-419.4,-624.6426064,-556.6150277,-632.109273,-759.0426064,-713.6785711,-373.8237424,-372.2472434,-494.0426064,-405.3759397,-595.3759397
-283.8237424,-227.5521974,-207.8237424,-234,-1073.17594,-451.0426064,-530.6464428,-357.8267782,-633.5521974,-894.4666667,-530.6464428,-413.3759397,-457.1272222,-528.7509831,-574.9404469,-373.8237424,-463.3333333,-373.8237424,-405.3759397,-418.0426064
-315.1570757,-113.3333333,-266.9098323,-113.3333333,-415.7551667,-517.0426064,-1159.285531,-280.5521974,-426.0188641,-300.3333333,-535.3759397,-413.3759397,-503.8237424,-370,-535.3759397,-547.9391265,-670.8354929,-542.1556679,-686.3481011,-547.6778579
-54.45491616,-41,-167.6666667,-41,-241,-414.3759397,-470.8188641,-329.9521974,-403.1521974,-338.7333333,-535.3759397,-409.1689801,-503.8237424,-395.2417579,-535.3759397,-432.6426064,-372.9849143,-496.8855307,-450.3961636,-492.6785711
-41,-104.3333333,-41,-41,-241,-438.885878,-321.8855307,-315.2188641,-315.2188641,-315.2188641,-611.7779547,-425.0904091,-508.0040778,-511.9521974,-470.309273,-464.1286964,-356.9759397,-458.0188641,-252.8237424,-241
-41,-231,-41,-180.3333333,-292.6666667,-437.2188641,-194.2188641,-186.7701465,-191.0347983,-201.5521974,-451.1570757,-382.2745808,-530.2666667,-451.6855307,-458.8008485,-348.5521974,-805.1759398,-583.5521974,-252.8237424,-405.6666667
-123.6666667,-149,-123.6666667,-263,-572.2666667,-323.5521974,-80.55219735,-280,-250.6666667,-238.2188641,-294.7021596,-162.6666667,-184.6666667,-260.2188641,-389.3570757,-322.3611719,-398.2816943,-383.0347983,-252.8237424,-355
-360.6666667,-196,-246.6666667,-196,-460,-402.6188641,-131.8855307,-184.6666667,-228.6666667,-304.2188641,-170,-49,-49,-80.55219735,-56.09424542,-413.6666667,-635.2188641,-413.6666667,-380.4904091,-292.6666667
-165.3333333,-51.33333333,-241.3333333,-51.33333333,-187.3333333,-241.3452377,-143.3104395,-113.5333333,-170,-96.68553069,-170,-49,-49,-80.55219735,-49,-517,-626.7014649,-492.8,-589.152998,-487
-41,-41,-79,-41,-162,-170,-49,-90.33333333,-106.4666667,-102.9542123,-214,-49,-49,-49,-49,-371.3333333,-229.6666667,-149,-161.6666667,-240
-41,-193,-41,-79,-145.8666667,-138.7333333,-90.33333333,-162.6666667,-162.6666667,-162.6666667,-241.1333333,-159,-115,-71,-49,-339.3333333,-41,-218.3333333,-41,-195.3333333
-41,-167.6666667,-41,-231,-154.6666667,-162.6666667,-162.6666667,-122.3333333,-78.33333333,-49,-90.33333333,-119.6666667,-163.6666667,-200.3333333,-178.3333333,-81.33333333,-41,-142.3333333,-41,-322
-249,-185.6666667,-185.6666667,-236.3333333,-327.3333333,-93,-49,-115,-159,-144.3333333,-162.6666667,-162.6666667,-162.6666667,-170,-214,-41,-129.6666667,-41,-41,-66.33333333
-334.3333333,-144.3333333,-283.6666667,-144.3333333,-167.6666667,-144.3333333,-159,-49,-49,-93,-49,-49,-49,-49,-49,-154.6666667,-344.6666667,-154.6666667,-319.3333333,-154.6666667
-66.33333333,-41,-180.3333333,-41,-41,-49,-78.33333333,-49,-49,-49,-49,-49,-49,-49,-49,-175.3333333,-175.3333333,-175.3333333,-289.3333333,-175.3333333
-41,-91.66666667,-41,-41,-41,-49,-49,-90.33333333,-90.33333333,-90.33333333,-151.6666667,-107.6666667,-63.66666667,-49,-49,-231,-41,-117,-41,-41
-41,-231,-41,-167.6666667,-61.66666667,-90.33333333,-90.33333333,-184.6666667,-162.6666667,-162.6666667,-85.66666667,-129.6666667,-159,-129.6666667,-85.66666667,-129.6666667,-41,-231,-41,-193
-92.66666667,-130.6666667,-92.66666667,-244.6666667,-246.6666667,-162.6666667,-162.6666667,-159,-137,-93,-90.33333333,-90.33333333,-105,-149,-193,-41,-41,-53.66666667,-41,-167.6666667
-348,-196,-234,-196,-303.3333333,-151.6666667,-107.6666667,-56.33333333,-100.3333333,-144.3333333,-162.6666667,-162.6666667,-162.6666667,-162.6666667,-162.6666667,-61.66666667,-239,-61.66666667,-125,-61.66666667
-209,-82.33333333,-272.3333333,-82.33333333,-79,-85.66666667,-129.6666667,-49,-49,-49,-49,-49,-49,-49,-49,-196,-297.3333333,-196,-386,-196
-41,-41,-91.66666667,-41,-41,-49,-49,-49,-49,-49,-100.3333333,-56.33333333,-49,-49,-49,-202,-113.3333333,-113.3333333,-138.6666667,-113.3333333
-41,-180.3333333,-41,-66.33333333,-41,-49,-49,-90.33333333,-90.33333333,-90.33333333,-137,-159,-122.3333333,-78.33333333,-49,-231,-41,-205.6666667,-41,-91.66666667
-41,-180.3333333,-41,-231,-123.6666667,-90.33333333,-90.33333333,-243.3333333,-199.3333333,-162.6666667,-49,-71,-115,-159,-144.3333333,-41,-41,-155,-41,-231
-205.3333333,-154.6666667,-154.6666667,-218,-335.3333333,-214,-170,-107.6666667,-151.6666667,-151.6666667,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-134.3333333,-41,-117,-41,-41,-79
-365.3333333,-175.3333333,-302,-175.3333333,-190.6666667,-137,-159,-49,-49,-85.66666667,-162.6666667,-162.6666667,-162.6666667,-162.6666667,-162.6666667,-123.6666667,-313.6666667,-123.6666667,-275.6666667,-123.6666667
-79,-41,-193,-41,-41,-49,-71,-49,-49,-49,-49,-49,-49,-49,-49,-196,-208.6666667,-196,-322.6666667,-196
-41,-79,-41,-41,-41,-49,-49,-49,-49,-49,-159,-115,-71,-49,-49,-228.6666667,-51.33333333,-114.6666667,-51.33333333,-51.33333333
-41,-231,-41,-155,-81,-49,-49,-119.6666667,-90.33333333,-90.33333333,-78.33333333,-122.3333333,-159,-137,-93,-142.3333333,-41,-231,-41,-180.3333333
-61.66666667,-112.3333333,-61.66666667,-245,-381,-90.33333333,-90.33333333,-272.6666667,-258,-214,-49,-49,-56.33333333,-100.3333333,-144.3333333,-41,-62.33333333,-85,-94.33333333,-207
-388.6666667,-265.3333333,-221.3333333,-321.3333333,-534.3333333,-272.6666667,-228.6666667,-49,-93,-137,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-41,-299,-121,-171.6666667,-153
-399.3333333,-193.3333333,-748.4666667,-294.6666667,-291.6666667,-78.33333333,-122.3333333,-49,-49,-49,-162.6666667,-162.6666667,-162.6666667,-162.6666667,-162.6666667,-252.3333333,-459.6666667,-265.6666667,-490.3333333,-385.6666667
-241,-194.6666667,-432.2666667,-241,-241,-49,-49,-49,-49,-49,-107.6666667,-63.66666667,-49,-49,-49,-340.3333333,-304.3333333,-219,-325.4,-344.3333333
-241,-378,-241,-253.6666667,-174.3333333,-49,-49,-49,-49,-49,-129.6666667,-159,-129.6666667,-85.66666667,-49,-357.0666667,-201,-257,-144.6666667,-268.3333333
-241,-672.5333333,-241,-431,-92.66666667,-49,-49,-178.3333333,-134.3333333,-90.33333333,-49,-63.66666667,-107.6666667,-151.6666667,-151.6666667,-186.6666667,-185,-218.3333333,-134,-390
-361.6666667,-469.9333333,-323.6666667,-411.8,-322.6666667,-149,-105,-214,-258,-272.6666667,-49,-49,-49,-49,-85.66666667,-134,-184.3333333,-67.66666667,-107.3333333,-211.3333333
-586,-403.8,-510,-409,-234.3333333,-243.3333333,-272.6666667,-49,-49,-78.33333333,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-90.33333333,-105.6666667,-282.6666667,-92.66666667,-245,-105.6666667
-302,-251.3333333,-426.4,-264.3333333,-494.1333333,-49,-63.66666667,-49,-49,-51.66666667,-170,-162.6666667,-162.6666667,-162.6666667,-162.6666667,-202.9333333,-221.3333333,-196,-342.2666667,-209
-250.5333333,-266.3333333,-1335.6,-253.1333333,-170.5333333,-49,-49,-49,-381.8,-102.3333333,-159,-122.3333333,-78.33333333,-49,-49,-247,-82.33333333,-133,-82.33333333,-95.33333333
-254,-431,-1502,-342.3333333,-235.3333333,-49,-49,-120.3333333,-1297,-129,-71,-115,-159,-144.3333333,-105.6666667,-189.6666667,-41,-231,-41,-214.5333333
-254,-304.3333333,-337.2,-418.3333333,-792.8,-56.33333333,-49,-275.6666667,-1124.2,-323.2,-49,-86.33333333,-49,-93,-177,-46.33333333,-57.66666667,-79,-41,-286
-525.3333333,-385.6666667,-400.9333333,-361.6666667,-576.6,-711.420879,-163.6666667,-722.4666667,-311.3333333,-456.3333333,-88.73333333,-105,-448.8,-49,-135.1611719,-78.33333333,-286,-41,-79,-131.3333333
-485.6,-347.6666667,-536.0666667,-304.3333333,-304.3333333,-416.2188641,-237.3333333,-249.3333333,-215.0666667,-262,-143.3333333,-170.3333333,-92.06666667,-274.2666667,-228.5521974,-194.6666667,-374.3333333,-154.6666667,-344.6666667,-263.6666667
-202.7333333,-214,-330,-142.3333333,-41,-680.3521973,-80.66666667,-336.3059959,-222,-262,-255,-235.3333333,-175.6666667,-512,-702.8855307,-276,-261.4,-181.4,-266.7333333,-302.2666667
-302.32,-317.3333333,-254,-121,-41,-280.5521974,-155.3333333,-341.8237424,-233.8237424,-787.0666667,-135.3333333,-159,-150,-214,-2423.218864,-231,-126.2,-193.3333333,-94,-186.3333333
-214,-346.6666667,-787.0666667,-711.6666667,-61.66666667,-261.8855307,-542.968116,-970.2237423,-285.1570757,-222.4,-62,-56.33333333,-113.3333333,-265.3333333,-2063.48553,-66.33333333,-54,-193.3333333,-54,-231
-291,-207.0666667,-302.2,-253,-310,-279.2069597,-682.4768116,-424.4904091,-349.8237424,-360.3333333,-977.2,-49,-62,-170,-269.7820509,-41,-104.6666667,-54,-54,-104.3333333
-548.3333333,-289.3333333,-497.3333333,-378.2666667,-278,-323.6666667,-804.8768116,-414.2904091,-295.3570757,-344.6666667,-1314.20696,-674.3279141,-62,-177.0942454,-235,-61.66666667,-264.6666667,-70.33333333,-189.2,-61.66666667
-269.1333333,-202.3333333,-441,-2594.333333,-41,-1112.8,-774.5434783,-144.3647485,-205.2237424,-209,-402.4661074,-902.1570756,-93.8,-202.1570757,-443.8,-196,-240.9333333,-196,-348,-196
-161,-313.4,-201,-2553,-41,-2197.666667,-520.210145,-168.6666667,-245.9341819,-282.2,-316.0426064,-2788.223742,-205.4,-187.4904091,-2312,-265.3333333,-113.3333333,-151.3333333,-113.3333333,-113.3333333
-167.0666667,-358.8,-201,-2634.733333,-41,-1322.2,-453.5434783,-244.6666667,-1546.842607,-725.4666667,-107.0426064,-252.8237424,-164.6666667,-176.4904091,-1067.466667,-167.6666667,-41,-231,-41,-155
-840.4,-218,-217,-1730.4,-136.3333333,-63.66666667,-453.5434783,-241.0666667,-1401.509273,-357,-732.1092731,-60.82374237,-64.10347982,-110.490409,-287,-41,-41,-91.66666667,-41,-205.6666667
-2901.454916,-191.6666667,-359.8666667,-154.6666667,-386,-159,-451.7202899,-101,-469.709273,-502.4666667,-2331.442607,-592.31391,-93.55219735,-100.7247485,-169,-41,-180.3333333,-41,-66.33333333,-41
-2983.823742,-207,-578.3333333,-175.3333333,-127.3333333,-105,-428.8666667,-202.6666667,-532.5836125,-525.6666667,-86.85819329,-49,-114.4855307,-2332.226667,-209.6666667,-123.6666667,-263,-123.6666667,-313.6666667,-123.6666667
-2676.157075,-61.2,-344.2431657,-41,-41,-162.6666667,-269.3333333,-89,-308.5521974,-2145.333333,-200.4188641,-119.6666667,-296.8855307,-410.2,-324.3333333,-246.6666667,-196,-196,-259.3333333,-196
-1838.823742,-297.8666667,-265.8237424,-62.33333333,-41,-587.4,-222.3333333,-97,-258.8278386,-3335,-330.1521974,-280.7333333,-464.5521974,-336,-721.1333333,-241.3333333,-51.33333333,-178,-51.33333333,-64
-253.4904091,-365.6666667,-212.4904091,-252.1382781,-41,-2990.733333,-1178.127222,-193.7701465,-150.3333333,-554.6,-1484.545238,-170,-634.6736263,-259,-377.8,-79,-41,-193,-41,-231
-327.1570757,-219.6666667,-124.0904091,-269.2188641,-287,-687.0666667,-1644.69594,-195.7521974,-371.9979851,-319,-2023.066667,-170,-184,-171,-314,-41,-79,-41,-41,-117
-627,-495.2,-311.3640354,-350.2188641,-321.6666667,-976.4,-794.9092732,-348.2855307,-426.2188641,-263.8,-711.8666667,-181.0354929,-173.6,-259.32,-283.8666667,-41,-231,-41,-155,-41
-430.3333333,-592.2,-336.4620297,-326.2188641,-41,-1706.133333,-211.0426064,-477.2188641,-517.2188641,-442.9084246,-599.3632653,-181.8237424,-78.16813157,-187.6,-170,-185.6666667,-236.3333333,-185.6666667,-350.3333333,-185.6666667
-282,-491.4666667,-96.55219738,-266.2417579,-41,-2085,-223.9210235,-429.5217626,-529.1735904,-341.0699438,-1509.667161,-222.4237424,-525.8855307,-229.8510798,-1252.266667,-283.6666667,-144.3333333,-169.6666667,-144.3333333,-144.3333333
