timestamp,Storage state of charge,Battery (charging),Battery (decharging),Power to Grid,Power from Grid,Solar Production,Household Load
2021-07-16 16:30,100,0,9,920,0,1008,57
2021-07-16 16:45,100,0,9,686,0,955,238
2021-07-16 17:00,100,0,9,280,0,413,118
2021-07-16 17:15,100,0,9,325,0,464,123
2021-07-16 17:30,100,0,9,510,0,713,182
2021-07-16 17:45,100,0,9,559,0,655,75
2021-07-16 18:00,100,0,9,322,0,528,189
2021-07-16 18:15,100,0,9,185,0,332,135
2021-07-16 18:30,100,0,9,288,0,380,78
2021-07-16 18:45,100,0,30,7,2,229,234
2021-07-16 19:00,100,0,12,77,0,200,117
2021-07-16 19:15,100,0,9,165,0,305,128
2021-07-16 19:30,100,0,9,93,0,177,77
2021-07-16 19:45,100,0,9,17,0,103,79
2021-07-16 20:00,100,0,9,1,4,70,67
2021-07-16 20:15,100,0,30,0,3,46,61
2021-07-16 20:30,100,0,66,1,1,22,68
2021-07-16 20:45,100,0,114,0,0,6,99
2021-07-16 21:00,100,0,108,0,1,2,90
2021-07-16 21:15,100,0,121,0,0,0,101
2021-07-16 21:30,100,0,119,0,0,0,99
2021-07-16 21:45,100,0,111,0,0,0,92
2021-07-16 22:00,100,0,80,0,0,0,63
2021-07-16 22:15,93,0,101,0,1,0,82
2021-07-16 22:30,92,0,115,0,0,0,96
2021-07-16 22:45,91,0,105,0,0,0,87
2021-07-16 23:00,91,0,79,0,0,0,62
2021-07-16 23:15,90,0,123,1,1,0,103
2021-07-16 23:30,88,0,129,0,0,0,110
2021-07-16 23:45,86,0,238,1,1,0,214
2021-07-17 00:00,85,0,158,1,1,0,137
2021-07-17 00:15,83,0,178,0,0,0,154
2021-07-17 00:30,82,0,104,0,0,0,82
2021-07-17 00:45,81,0,103,0,0,0,82
2021-07-17 01:00,80,0,103,0,0,0,82
2021-07-17 01:15,79,0,119,0,0,0,98
2021-07-17 01:30,79,0,79,0,0,0,60
2021-07-17 01:45,78,0,86,0,0,0,66
2021-07-17 02:00,77,0,98,0,0,0,77
2021-07-17 02:15,76,0,71,0,0,0,53
2021-07-17 02:30,74,0,232,0,1,0,207
2021-07-17 02:45,72,0,245,0,0,0,218
2021-07-17 03:00,70,0,237,0,0,0,212
2021-07-17 03:15,67,0,237,0,0,0,212
2021-07-17 03:30,65,0,269,1,1,0,242
2021-07-17 03:45,62,0,242,0,0,0,216
2021-07-17 04:00,60,0,230,0,0,0,204
2021-07-17 04:15,59,0,136,1,3,1,116
2021-07-17 04:30,57,0,194,0,0,6,175
2021-07-17 04:45,55,0,171,1,0,14,162
2021-07-17 05:00,55,0,44,0,0,34,59
2021-07-17 05:15,53,0,186,0,1,61,222
2021-07-17 05:30,53,0,68,1,1,81,131
2021-07-17 05:45,52,5,47,5,1,103,125
2021-07-17 06:00,51,10,92,1,1,130,187
2021-07-17 06:15,54,298,0,1,1,380,60
2021-07-17 06:30,58,415,0,0,0,493,55
2021-07-17 06:45,62,457,0,1,1,560,74
2021-07-17 07:00,67,511,0,1,0,618,76
2021-07-17 07:15,72,587,0,0,0,673,55
2021-07-17 07:30,78,635,0,1,1,728,61
2021-07-17 07:45,84,635,0,1,1,781,112
2021-07-17 08:00,90,703,0,0,0,822,81
2021-07-17 08:15,96,689,0,72,0,868,70
2021-07-17 08:30,99,293,0,573,0,985,84
2021-07-17 08:45,100,95,0,906,0,1111,71
2021-07-17 09:00,100,53,0,1024,0,1190,68
2021-07-17 09:15,100,30,0,1092,0,1256,86
2021-07-17 09:30,100,59,0,1121,0,1308,82
2021-07-17 09:45,100,34,0,1239,0,1393,70
2021-07-17 10:00,100,50,0,1277,0,1487,107
2021-07-17 10:15,100,35,0,1296,0,1526,140
2021-07-17 10:30,100,36,3,1338,0,1563,138
2021-07-17 10:45,100,0,9,1422,0,1610,145
2021-07-17 11:00,100,0,9,1436,0,1633,153
2021-07-17 11:15,100,0,9,1477,0,1654,133
2021-07-17 11:30,100,0,9,1483,0,1676,146
2021-07-17 11:45,100,0,9,1539,0,1759,171
2021-07-17 12:00,100,0,9,1629,0,1765,90
2021-07-17 12:15,100,0,10,1608,0,1777,119
2021-07-17 12:30,100,0,10,1442,0,1762,273
2021-07-17 12:45,100,0,10,1213,0,1751,491
2021-07-17 13:00,100,0,10,1211,0,1738,480
2021-07-17 13:15,100,0,9,1509,0,1729,173
2021-07-17 13:30,100,0,9,1430,0,1726,250
2021-07-17 13:45,100,0,10,1402,0,1698,250
2021-07-17 14:00,100,0,10,1377,0,1670,249
2021-07-17 14:15,100,0,9,1350,0,1644,252
2021-07-17 14:30,100,0,9,1288,0,1603,273
2021-07-17 14:45,100,0,9,1163,0,1551,348
2021-07-17 15:00,100,0,9,1247,0,1497,212
2021-07-17 15:15,100,0,9,1258,0,1436,142
2021-07-17 15:30,100,0,9,1087,0,1357,237
2021-07-17 15:45,100,0,9,1143,0,1275,99
2021-07-17 16:00,100,0,9,1012,0,1211,167
2021-07-17 16:15,100,0,9,933,0,1127,167
2021-07-17 16:30,100,0,9,934,0,1054,93
2021-07-17 16:45,100,0,9,728,0,958,206
2021-07-17 17:00,100,0,9,728,0,873,121
2021-07-17 17:15,100,0,9,614,0,778,147
2021-07-17 17:30,100,0,9,501,0,697,177
2021-07-17 17:45,100,0,9,528,0,617,75
2021-07-17 18:00,100,0,9,360,0,557,183
2021-07-17 18:15,100,0,9,342,0,500,146
2021-07-17 18:30,100,0,9,367,0,440,60
2021-07-17 18:45,100,0,9,299,0,384,78
2021-07-17 19:00,100,0,9,227,0,315,79
2021-07-17 19:15,100,0,9,117,0,215,94
2021-07-17 19:30,98,0,197,33,10,109,263
2021-07-17 19:45,95,0,300,18,17,78,352
2021-07-17 20:00,93,0,155,1,1,58,192
2021-07-17 20:15,92,0,106,1,1,34,124
2021-07-17 20:30,92,0,88,0,0,10,80
2021-07-17 20:45,91,0,126,0,1,2,109
2021-07-17 21:00,88,0,250,1,1,0,229
2021-07-17 21:15,86,0,277,1,1,0,252
2021-07-17 21:30,83,0,320,1,1,0,292
2021-07-17 21:45,80,0,283,1,1,0,257
2021-07-17 22:00,77,0,303,1,1,0,276
2021-07-17 22:15,75,0,299,1,1,0,271
2021-07-17 22:30,72,0,293,1,1,0,265
2021-07-17 22:45,70,0,227,1,1,0,201
2021-07-17 23:00,68,0,158,0,0,0,135
2021-07-17 23:15,67,0,126,0,0,0,103
2021-07-17 23:30,66,0,166,1,1,0,142
2021-07-17 23:45,64,0,148,0,0,0,124
2021-07-18 00:00,63,0,115,0,0,0,92
2021-07-18 00:15,62,0,118,0,1,0,96
2021-07-18 00:30,61,0,121,0,0,0,98
2021-07-18 00:45,60,0,110,0,0,0,87
2021-07-18 01:00,59,0,102,0,0,0,79
2021-07-18 01:15,58,0,95,0,0,0,72
2021-07-18 01:30,57,0,88,0,0,0,68
2021-07-18 01:45,56,0,121,1,1,0,99
2021-07-18 02:00,55,0,105,0,0,0,82
2021-07-18 02:15,54,0,90,0,0,0,68
2021-07-18 02:30,52,0,239,0,1,0,214
2021-07-18 02:45,49,0,248,0,0,0,221
2021-07-18 03:00,47,0,246,0,0,0,219
2021-07-18 03:15,45,0,234,0,0,0,209
2021-07-18 03:30,42,0,248,0,0,0,222
2021-07-18 03:45,39,0,262,1,1,0,235
2021-07-18 04:00,38,0,99,0,0,0,77
2021-07-18 04:15,36,0,215,1,1,0,190
2021-07-18 04:30,35,0,146,2,4,3,132
2021-07-18 04:45,34,0,90,0,0,9,84
2021-07-18 05:00,32,0,200,1,1,21,203
2021-07-18 05:15,31,0,74,0,0,29,91
2021-07-18 05:30,30,0,121,1,1,68,177
2021-07-18 05:45,29,1,102,2,1,108,198
2021-07-18 06:00,29,8,8,2,1,161,153
2021-07-18 06:15,29,55,14,6,6,270,217
2021-07-18 06:30,32,251,0,8,8,367,106
2021-07-18 06:45,35,374,0,8,8,510,122
2021-07-18 07:00,40,479,0,2,2,602,106
2021-07-18 07:15,45,503,0,3,3,626,103
2021-07-18 07:30,50,572,0,1,1,698,106
2021-07-18 07:45,56,617,0,0,0,740,101
2021-07-18 08:00,62,651,0,1,1,783,108
2021-07-18 08:15,69,694,0,1,1,847,126
2021-07-18 08:30,76,785,0,2,1,932,120
2021-07-18 08:45,83,828,0,8,7,982,116
2021-07-18 09:00,91,794,0,17,11,967,133
2021-07-18 09:15,98,903,0,100,6,1161,119
2021-07-18 09:30,100,439,0,455,4,1030,108
2021-07-18 09:45,100,157,2,922,0,1235,126
2021-07-18 10:00,100,0,9,897,0,1099,184
2021-07-18 10:15,100,0,9,1111,0,1303,168
2021-07-18 10:30,100,0,9,1066,0,1246,158
2021-07-18 10:45,100,0,152,843,4,1247,523
2021-07-18 11:00,100,0,11,608,1,876,258
2021-07-18 11:15,100,0,9,1151,0,1348,171
2021-07-18 11:30,100,0,9,1337,0,1524,158
2021-07-18 11:45,100,0,9,985,0,1148,144
2021-07-18 12:00,100,0,9,1221,0,1429,181
2021-07-18 12:15,100,0,9,944,0,1158,196
2021-07-18 12:30,100,0,9,1028,0,1200,152
2021-07-18 12:45,100,0,124,690,3,1185,586
2021-07-18 13:00,100,0,31,549,4,864,327
2021-07-18 13:15,100,0,78,342,5,778,497
2021-07-18 13:30,100,0,31,701,2,1012,317
2021-07-18 13:45,100,0,9,1568,0,1770,165
2021-07-18 14:00,100,0,10,1408,0,1762,319
2021-07-18 14:15,100,0,9,1200,0,1547,315
2021-07-18 14:30,100,0,9,800,0,1129,312
2021-07-18 14:45,100,0,9,1151,0,1483,304
2021-07-18 15:00,100,0,9,1013,0,1331,295
2021-07-18 15:15,100,0,9,1154,0,1339,162
2021-07-18 15:30,100,0,11,934,0,1227,274
2021-07-18 15:45,100,0,9,1042,0,1305,243
2021-07-18 16:00,100,0,9,1031,0,1229,177
2021-07-18 16:15,100,0,9,513,0,821,297
2021-07-18 16:30,100,0,9,517,0,632,112
2021-07-18 16:45,100,0,9,592,0,728,128
2021-07-18 17:00,100,0,9,210,0,388,181
2021-07-18 17:15,100,0,9,251,0,324,77
2021-07-18 17:30,100,0,19,139,1,276,152
2021-07-18 17:45,100,0,39,46,0,179,165
2021-07-18 18:00,100,0,13,62,1,145,94
2021-07-18 18:15,100,0,143,1,1,65,196
2021-07-18 18:30,100,0,53,29,0,105,128
2021-07-18 18:45,93,0,348,13,4,86,406
2021-07-18 19:00,92,0,172,3,3,119,279
2021-07-18 19:15,91,24,67,3,1,165,196
2021-07-18 19:30,91,1,33,2,2,115,145
2021-07-18 19:45,89,0,157,1,1,78,225
2021-07-18 20:00,88,0,180,1,1,45,213
2021-07-18 20:15,86,0,150,1,1,17,152
2021-07-18 20:30,84,0,246,1,1,2,227
2021-07-18 20:45,82,0,264,1,1,0,239
2021-07-18 21:00,80,0,216,1,1,0,191
2021-07-18 21:15,77,0,276,0,1,0,249
2021-07-18 21:30,74,0,314,1,1,0,285
2021-07-18 21:45,72,0,223,1,0,0,198
2021-07-18 22:00,70,0,286,0,1,0,259
2021-07-18 22:15,66,0,338,1,1,0,309
2021-07-18 22:30,64,0,290,1,1,0,264
2021-07-18 22:45,60,0,339,1,1,0,310
2021-07-18 23:00,57,0,364,1,1,0,332
2021-07-18 23:15,54,0,234,1,1,0,208
2021-07-18 23:30,51,0,347,1,1,0,319
2021-07-18 23:45,48,0,336,1,1,0,307
2021-07-19 00:00,45,0,235,1,1,0,208
2021-07-19 00:15,43,0,256,1,1,0,230
2021-07-19 00:30,42,0,114,1,0,0,91
2021-07-19 00:45,40,0,178,0,1,0,154
2021-07-19 01:00,38,0,240,1,0,0,214
2021-07-19 01:15,37,0,120,0,0,0,97
2021-07-19 01:30,34,0,205,1,1,0,179
2021-07-19 01:45,32,0,216,0,0,0,190
2021-07-19 02:00,31,0,133,0,0,0,110
2021-07-19 02:15,29,0,207,0,1,0,182
2021-07-19 02:30,27,0,193,1,0,0,167
2021-07-19 02:45,26,0,149,0,0,0,124
2021-07-19 03:00,23,0,267,0,1,0,240
2021-07-19 03:15,21,0,163,1,0,0,138
2021-07-19 03:30,20,0,124,1,1,0,101
2021-07-19 03:45,17,0,247,0,0,0,220
2021-07-19 04:00,16,0,168,1,0,0,143
2021-07-19 04:15,15,0,110,0,0,0,87
2021-07-19 04:30,12,0,238,0,1,0,212
2021-07-19 04:45,10,0,165,2,6,2,148
2021-07-19 05:00,9,0,130,0,0,8,118
2021-07-19 05:15,7,0,224,1,1,16,216
2021-07-19 05:30,6,0,106,1,1,18,105
2021-07-19 05:45,4,0,126,0,0,46,154
2021-07-19 06:00,4,0,86,1,0,61,133
2021-07-19 06:15,3,0,22,0,0,85,96
2021-07-19 06:30,3,0,17,1,1,93,100
2021-07-19 06:45,3,21,0,4,1,155,122
2021-07-19 07:00,5,128,0,0,0,260,119
2021-07-19 07:15,7,196,0,0,0,304,95
2021-07-19 07:30,9,249,0,0,0,361,100
2021-07-19 07:45,13,353,0,2,1,492,121
2021-07-19 08:00,16,343,0,0,0,491,131
2021-07-19 08:15,20,398,0,1,1,525,108
2021-07-19 08:30,24,358,0,1,1,511,134
2021-07-19 08:45,27,360,0,1,1,527,148
2021-07-19 09:00,33,577,0,1,1,728,127
2021-07-19 09:15,37,424,0,1,0,543,97
2021-07-19 09:30,43,586,0,1,0,714,102
2021-07-19 09:45,48,515,0,2,2,724,184
2021-07-19 10:00,51,327,0,0,0,540,191
2021-07-19 10:15,54,397,4,1,1,594,180
2021-07-19 10:30,56,191,56,22,27,605,450
2021-07-19 10:45,59,371,0,1,1,613,219
2021-07-19 11:00,64,500,0,1,0,721,195
2021-07-19 11:15,71,765,0,1,0,914,117
2021-07-19 11:30,78,823,0,1,1,975,115
2021-07-19 11:45,84,637,0,1,1,785,121
2021-07-19 12:00,87,339,0,1,0,480,122
2021-07-19 12:15,93,701,0,1,1,836,105
2021-07-19 12:30,100,754,0,1,1,915,126
2021-07-19 12:45,100,179,15,8,4,560,372
2021-07-19 13:00,100,0,9,159,0,672,502
2021-07-19 13:15,100,0,9,767,0,962,179
2021-07-19 13:30,100,0,9,695,0,840,130
2021-07-19 13:45,100,0,252,48,10,275,468
2021-07-19 14:00,100,0,360,30,21,278,601
2021-07-19 14:15,95,0,450,13,23,628,1045
2021-07-19 14:30,92,0,286,4,4,579,834
2021-07-19 14:45,91,47,152,6,4,678,752
2021-07-19 15:00,93,304,56,3,5,698,423
2021-07-19 15:15,94,148,40,4,4,559,430
2021-07-19 15:30,97,272,0,3,3,610,318
2021-07-19 15:45,100,496,0,73,3,764,170
2021-07-19 16:00,100,150,0,99,1,524,258
2021-07-19 16:15,100,53,0,252,0,479,155
2021-07-19 16:30,100,37,0,295,0,530,175
2021-07-19 16:45,100,55,0,288,0,587,223
2021-07-19 17:00,100,33,0,310,0,490,128
2021-07-19 17:15,100,52,2,16,2,320,243
2021-07-19 17:30,100,6,9,268,0,434,156
2021-07-19 17:45,100,0,9,205,0,354,148
2021-07-19 18:00,100,0,12,18,0,329,312
2021-07-19 18:15,100,0,9,137,0,269,131
2021-07-19 18:30,100,0,18,61,2,231,182
2021-07-19 18:45,100,0,315,24,20,219,507
2021-07-19 19:00,100,0,161,12,10,184,325
2021-07-19 19:15,100,0,192,2,1,170,342
2021-07-19 19:30,100,0,86,1,1,102,177
2021-07-19 19:45,96,0,131,1,1,60,176
2021-07-19 20:00,93,0,320,1,2,38,334
2021-07-19 20:15,87,0,688,11,11,15,659
2021-07-19 20:30,82,0,487,9,9,3,458
2021-07-19 20:45,80,0,282,1,1,0,256
2021-07-19 21:00,77,0,325,1,1,0,297
2021-07-19 21:15,72,0,480,2,2,0,443
2021-07-19 21:30,69,0,289,1,1,0,263
2021-07-19 21:45,62,0,762,1,2,0,710
2021-07-19 22:00,58,0,373,2,1,0,342
2021-07-19 22:15,55,0,318,1,1,0,289
2021-07-19 22:30,52,0,258,1,1,0,233
2021-07-19 22:45,50,0,203,1,1,0,177
2021-07-19 23:00,49,0,172,0,0,0,148
2021-07-19 23:15,47,0,169,0,0,0,145
2021-07-19 23:30,46,0,132,0,0,0,108
2021-07-19 23:45,45,0,140,0,0,0,117
2021-07-20 00:00,43,0,162,1,1,0,137
2021-07-20 00:15,41,0,162,1,1,0,138
2021-07-20 00:30,40,0,154,2,2,0,130
2021-07-20 00:45,38,0,145,2,2,0,123
2021-07-20 01:00,37,0,148,0,0,0,123
2021-07-20 01:15,35,0,178,4,4,0,155
2021-07-20 01:30,32,0,313,2,2,0,283
2021-07-20 01:45,29,0,295,2,2,0,268
2021-07-20 02:00,26,0,312,4,4,0,283
2021-07-20 02:15,23,0,310,1,1,0,282
2021-07-20 02:30,20,0,301,1,1,0,273
2021-07-20 02:45,17,0,247,1,1,0,219
2021-07-20 03:00,16,0,166,1,1,0,142
2021-07-20 03:15,12,0,312,4,4,0,284
2021-07-20 03:30,11,0,138,4,4,0,114
2021-07-20 03:45,8,0,226,2,2,0,200
2021-07-20 04:00,6,0,240,1,1,0,212
2021-07-20 04:15,4,0,219,2,2,0,192
2021-07-20 04:30,0,0,87,0,175,2,255
2021-07-20 04:45,0,0,0,0,134,5,135
2021-07-20 05:00,0,0,0,0,140,18,147
2021-07-20 05:15,0,0,0,0,234,43,269
2021-07-20 05:30,0,0,0,0,59,68,122
2021-07-20 05:45,0,0,0,1,25,105,120
2021-07-20 06:00,0,0,0,0,45,96,135
2021-07-20 06:15,0,0,0,1,17,124,131
2021-07-20 06:30,0,73,0,1,0,182,96
2021-07-20 06:45,2,149,0,1,0,258,95
2021-07-20 07:00,4,182,0,1,1,349,154
2021-07-20 07:15,7,332,0,1,1,464,115
2021-07-20 07:30,13,581,0,2,2,719,108
2021-07-20 07:45,22,855,0,1,1,1001,108
2021-07-20 08:00,29,703,0,2,2,846,111
2021-07-20 08:15,36,697,0,2,2,855,128
2021-07-20 08:30,44,846,0,2,2,1008,124
2021-07-20 08:45,53,897,0,6,6,1049,104
2021-07-20 09:00,61,808,0,17,13,964,98
2021-07-20 09:15,68,740,0,47,7,955,132
2021-07-20 09:30,74,650,0,19,4,869,174
2021-07-20 09:45,82,865,0,101,6,1191,188
2021-07-20 10:00,90,835,0,184,5,1266,202
2021-07-20 10:15,98,882,0,308,7,1383,143
2021-07-20 10:30,100,405,0,1,1,616,187
2021-07-20 10:45,100,338,0,73,1,620,189
2021-07-20 11:00,100,165,2,514,0,911,203
2021-07-20 11:15,100,0,9,1084,0,1310,198
2021-07-20 11:30,100,0,9,906,0,1056,128
2021-07-20 11:45,100,0,9,876,0,1050,152
2021-07-20 12:00,100,0,110,390,2,1073,755
2021-07-20 12:15,100,0,9,569,0,977,388
2021-07-20 12:30,100,0,9,901,0,1407,471
2021-07-20 12:45,100,0,9,1099,0,1470,335
2021-07-20 13:00,100,0,9,1081,0,1298,187
2021-07-20 13:15,100,0,9,409,0,638,217
2021-07-20 13:30,100,0,9,532,0,749,203
2021-07-20 13:45,100,0,9,1095,0,1304,180
2021-07-20 14:00,100,0,9,1025,0,1340,284
2021-07-20 14:15,100,0,9,1054,0,1368,281
2021-07-20 14:30,100,0,9,625,0,946,303
2021-07-20 14:45,100,0,9,774,0,1062,264
2021-07-20 15:00,100,0,9,523,0,805,267
2021-07-20 15:15,100,0,9,643,0,1012,350
2021-07-20 15:30,100,0,9,283,0,534,242
2021-07-20 15:45,100,0,78,53,1,215,229
2021-07-20 16:00,100,0,42,137,0,461,346
2021-07-20 16:15,100,0,9,535,0,737,189
2021-07-20 16:30,100,0,9,166,0,416,247
2021-07-20 16:45,100,0,9,363,0,560,189
2021-07-20 17:00,100,0,9,339,0,493,146
2021-07-20 17:15,100,0,9,238,0,577,331
2021-07-20 17:30,100,0,9,555,0,669,103
2021-07-20 17:45,100,0,9,547,0,686,127
2021-07-20 18:00,100,0,9,586,0,766,169
2021-07-20 18:15,100,0,9,239,0,343,99
2021-07-20 18:30,100,0,35,71,0,206,159
2021-07-20 18:45,100,0,353,4,5,136,465
2021-07-20 19:00,100,0,23,1,4,129,146
2021-07-20 19:15,100,0,148,1,1,128,260
2021-07-20 19:30,100,0,105,1,1,93,185
2021-07-20 19:45,93,0,103,1,1,50,138
2021-07-20 20:00,91,0,187,1,1,12,179
2021-07-20 20:15,89,0,233,1,1,3,216
2021-07-20 20:30,87,0,219,1,1,1,197
2021-07-20 20:45,85,0,226,1,1,0,204
2021-07-20 21:00,83,0,262,1,1,0,237
2021-07-20 21:15,80,0,276,1,1,0,250
2021-07-20 21:30,77,0,295,1,1,0,268
2021-07-20 21:45,75,0,268,1,1,0,242
2021-07-20 22:00,71,0,393,1,1,0,363
2021-07-20 22:15,67,0,404,0,0,0,373
2021-07-20 22:30,65,0,213,1,1,0,187
2021-07-20 22:45,64,0,118,0,0,0,95
2021-07-20 23:00,63,0,112,1,1,0,91
2021-07-20 23:15,62,0,121,0,0,0,98
2021-07-20 23:30,60,0,145,0,0,0,122
2021-07-20 23:45,59,0,112,0,0,0,89
2021-07-21 00:00,58,0,124,1,1,0,101
2021-07-21 00:15,57,0,136,0,0,0,113
2021-07-21 00:30,55,0,130,0,0,0,106
2021-07-21 00:45,54,0,117,0,0,0,95
2021-07-21 01:00,53,0,113,1,1,0,90
2021-07-21 01:15,52,0,137,0,0,0,113
2021-07-21 01:30,49,0,310,0,1,0,282
2021-07-21 01:45,46,0,299,0,0,0,272
2021-07-21 02:00,43,0,287,1,1,0,260
2021-07-21 02:15,40,0,292,0,0,0,264
2021-07-21 02:30,37,0,279,0,0,0,252
2021-07-21 02:45,35,0,226,0,0,0,201
2021-07-21 03:00,33,0,145,0,1,0,122
2021-07-21 03:15,30,0,290,0,0,0,262
2021-07-21 03:30,29,0,141,0,0,0,117
2021-07-21 03:45,27,0,199,0,1,0,173
2021-07-21 04:00,25,0,216,1,0,0,190
2021-07-21 04:15,23,0,158,0,1,0,134
2021-07-21 04:30,20,0,283,1,1,1,255
2021-07-21 04:45,18,0,151,2,5,2,130
2021-07-21 05:00,17,0,135,0,1,8,117
2021-07-21 05:15,14,0,263,1,0,26,259
2021-07-21 05:30,13,0,77,0,0,43,99
2021-07-21 05:45,13,0,53,0,0,60,91
2021-07-21 06:00,12,0,75,1,1,62,115
2021-07-21 06:15,12,0,43,0,0,98,119
2021-07-21 06:30,11,0,19,1,2,100,100
2021-07-21 06:45,11,1,18,6,1,101,95
2021-07-21 07:00,11,0,67,1,1,92,135
2021-07-21 07:15,10,10,51,1,0,112,130
2021-07-21 07:30,12,186,0,1,1,326,116
2021-07-21 07:45,15,238,0,1,1,416,151
2021-07-21 08:00,17,257,0,1,1,402,120
2021-07-21 08:15,22,513,0,7,7,713,167
2021-07-21 08:30,26,388,0,1,1,589,169
2021-07-21 08:45,27,98,28,1,1,257,161
2021-07-21 09:00,25,0,150,1,1,67,189
2021-07-21 09:15,24,0,120,1,1,127,221
2021-07-21 09:30,27,310,0,2,1,542,201
2021-07-21 09:45,31,381,0,1,1,634,221
2021-07-21 10:00,34,265,0,0,1,409,117
2021-07-21 10:15,40,595,0,2,1,741,106
2021-07-21 10:30,45,584,0,1,1,745,124
2021-07-21 10:45,46,103,7,0,2,245,126
2021-07-21 11:00,46,22,13,1,0,145,114
2021-07-21 11:15,48,149,0,1,1,357,180
2021-07-21 11:30,52,415,0,1,1,668,219
2021-07-21 11:45,58,686,0,1,1,927,199
2021-07-21 12:00,65,655,0,1,0,848,151
2021-07-21 12:15,72,804,0,2,2,963,114
2021-07-21 12:30,77,552,0,1,1,724,137
2021-07-21 12:45,86,926,0,282,5,1391,126
2021-07-21 13:00,96,1075,0,426,3,1672,102
2021-07-21 13:15,98,291,0,4,2,428,107
2021-07-21 13:30,100,428,0,357,0,961,136
2021-07-21 13:45,100,213,1,64,1,435,132
2021-07-21 14:00,100,0,9,296,0,600,286
2021-07-21 14:15,100,0,9,1179,0,1479,259
2021-07-21 14:30,100,0,9,1271,0,1615,295
2021-07-21 14:45,100,0,9,1190,0,1586,349
2021-07-21 15:00,100,0,9,951,0,1314,325
2021-07-21 15:15,100,0,9,763,0,1133,334
2021-07-21 15:30,100,0,9,757,0,1024,239
2021-07-21 15:45,100,0,9,586,0,832,220
2021-07-21 16:00,100,0,9,692,0,886,169
2021-07-21 16:15,100,0,9,755,0,855,74
2021-07-21 16:30,100,0,9,501,0,730,209
2021-07-21 16:45,100,0,9,600,0,782,156
2021-07-21 17:00,100,0,9,801,0,900,76
2021-07-21 17:15,100,0,9,210,0,485,261
2021-07-21 17:30,100,0,9,386,0,580,176
2021-07-21 17:45,100,0,9,307,0,482,161
2021-07-21 18:00,100,0,18,187,1,463,268
2021-07-21 18:15,100,0,155,213,2,450,364
2021-07-21 18:30,100,0,177,106,10,407,457
2021-07-21 18:45,100,0,9,60,0,399,325
2021-07-21 19:00,100,0,10,88,0,268,173
2021-07-21 19:15,100,0,51,3,4,140,172
2021-07-21 19:30,100,0,69,1,1,99,149
2021-07-21 19:45,100,0,107,1,1,75,158
2021-07-21 20:00,100,0,120,0,0,50,149
2021-07-21 20:15,100,0,149,1,1,29,155
2021-07-21 20:30,94,0,166,1,1,10,152
2021-07-21 20:45,92,0,206,1,1,2,186
2021-07-21 21:00,90,0,198,1,1,1,177
2021-07-21 21:15,88,0,174,1,1,0,153
2021-07-21 21:30,86,0,220,0,0,0,199
2021-07-21 21:45,85,0,167,1,0,0,145
2021-07-21 22:00,83,0,153,1,1,0,132
2021-07-21 22:15,82,0,152,0,0,0,129
2021-07-21 22:30,81,0,144,0,0,0,121
2021-07-21 22:45,79,0,148,0,0,0,124
2021-07-21 23:00,78,0,138,1,0,0,116
2021-07-21 23:15,77,0,118,0,0,0,96
2021-07-21 23:30,76,0,150,2,2,0,128
2021-07-21 23:45,74,0,165,0,0,0,140
2021-07-22 00:00,73,0,150,0,0,0,126
2021-07-22 00:15,71,0,146,1,1,0,122
2021-07-22 00:30,70,0,168,0,0,0,143
2021-07-22 00:45,68,0,159,0,0,0,136
2021-07-22 01:00,66,0,180,0,0,0,156
2021-07-22 01:15,65,0,140,0,0,0,118
2021-07-22 01:30,62,0,280,1,1,0,252
2021-07-22 01:45,59,0,293,0,0,0,266
2021-07-22 02:00,57,0,287,0,0,0,260
2021-07-22 02:15,54,0,276,0,0,0,249
2021-07-22 02:30,51,0,242,1,0,0,215
2021-07-22 02:45,50,0,134,0,0,0,110
2021-07-22 03:00,48,0,258,0,1,0,232
2021-07-22 03:15,46,0,160,1,0,0,136
2021-07-22 03:30,45,0,125,0,0,0,101
2021-07-22 03:45,42,0,313,1,1,0,286
2021-07-22 04:00,40,0,155,1,0,0,130
2021-07-22 04:15,39,0,128,0,0,0,105
2021-07-22 04:30,36,0,243,0,1,3,218
2021-07-22 04:45,35,0,137,1,1,6,117
2021-07-22 05:00,34,0,125,2,5,11,114
2021-07-22 05:15,31,0,224,1,1,18,213
2021-07-22 05:30,30,0,88,1,0,35,100
2021-07-22 05:45,30,0,47,0,0,61,87
2021-07-22 06:00,29,0,59,1,1,81,117
2021-07-22 06:15,29,0,35,0,0,105,119
2021-07-22 06:30,29,1,29,1,0,124,129
2021-07-22 06:45,29,15,10,1,0,140,114
2021-07-22 07:00,29,46,0,1,1,175,106
2021-07-22 07:15,30,92,0,0,0,220,105
2021-07-22 07:30,31,133,0,1,0,266,109
2021-07-22 07:45,34,219,0,0,0,347,102
2021-07-22 08:00,37,325,0,1,1,465,113
2021-07-22 08:15,41,401,0,1,0,593,163
2021-07-22 08:30,45,445,0,1,1,668,188
2021-07-22 08:45,50,539,0,1,1,742,170
2021-07-22 09:00,56,579,0,3,3,797,178
2021-07-22 09:15,62,656,0,30,5,921,197
2021-07-22 09:30,67,542,0,17,4,794,197
2021-07-22 09:45,71,402,0,1,1,642,208
2021-07-22 10:00,80,917,0,268,5,1418,178
2021-07-22 10:15,87,818,0,119,6,1163,179
