timestamp,Everything,No DishWasher,No WashingMach,Everything1,Everything2,No DishWasher1,No DishWasher2,No WashingMach1,No WashingMach2,Solar Production,Prosumer 1 (Everything1-PV),Consumer 1 (Everything),EV,Prosumer for EV (No DishWasher2-PV)
06/07/2021 13:15,153.3333333,294.1904091,233,261,929.7333333,372.152998,43,53,198.0237424,367,-106,153.3333333,0,-324
06/07/2021 13:30,204,326.1904091,81,239.6666667,362,375.0237424,207.6666667,53,262.1437424,226,13.66666667,204,0,-18.3333333
06/07/2021 13:45,62.33333333,856.590409,43,468.429932,295,846.3570756,195,53,573.6237423,273,195.429932,62.33333333,0,-78
06/07/2021 14:00,207,178.852998,43,1369.612245,218.0666667,225.8237424,43,53,88.49040904,214,1155.612245,207,0,-171
06/07/2021 14:15,83,253.7,43,1414.278912,101.7472526,298.0904091,43,104.3333333,157.6,226,1188.278912,83,0,-183
06/07/2021 14:30,102.6666667,308.7,144.3333333,1345.278912,293.2055307,157.3059959,43,126.3333333,245,237,1108.278912,102.6666667,0,-194
06/07/2021 14:45,242,308.7,207.6666667,1052.530612,207.5521974,250.5014649,43,53,67.66666667,942,110.5306123,242,0,-899
06/07/2021 15:00,64.66666667,188.7,43,66.66666667,207.5521974,508.2188641,106.3333333,53,55,1646,-1579.333333,64.66666667,0,-1539.666667
06/07/2021 15:15,52,259.8333333,75,201,392.6188641,473.5521974,233,53,45.46666667,1203,-1002,52,0,-970
06/07/2021 15:30,145,241.7,163,132.3333333,326.0576921,538.8855307,106.3333333,53,42,940,-807.6666667,145,0,-833.6666667
06/07/2021 15:45,166,175.7,736.0666667,236,216,514.7125023,43,89.66666667,67.33333333,996,-760,166,0,-953
06/07/2021 16:00,358.2069597,175.7,314.3333333,96.66666667,216,340.9570757,43,141,232,732,-635.3333333,358.2069597,0,-689
06/07/2021 16:15,324.3445246,175.7,144.3333333,66.66666667,265.1570757,381.9570757,43,53,92.66666667,516,-449.3333333,324.3445246,0,-473
06/07/2021 16:30,295.3759397,175.7,43,201,267.8237424,752.0338873,43,53,42,1060,-859,295.3759397,0,-1017
06/07/2021 16:45,295.3759397,202.3666667,43,56.33333333,2747.650409,671.3672206,195,53,42,1204,-1147.666667,295.3759397,0,-1009
06/07/2021 17:00,316.0426064,1139.366667,43,160,421.9837424,842.6024721,207.6666667,79.66666667,42,568,-408,316.0426064,0,-360.3333333
06/07/2021 17:15,572.093185,1840.433333,81,236,670.2275787,813.5434783,43,115,42,324,-88,572.093185,0,-281
06/07/2021 17:30,386.6666667,775.5,303.1611719,79.33333333,344.32,756.4747967,43,235.6666667,219.3333333,156,-76.66666667,386.6666667,0,-113
06/07/2021 17:45,375.9171061,382.3133333,219.2188641,201,256,911.3623424,43,194.3333333,130.6666667,169,32,375.9171061,0,-126
06/07/2021 18:00,419.2521974,509.6863313,274.5521974,77.93333333,2023.333333,834.5623424,44.57649898,254.4549162,42,228,-150.0666667,419.2521974,0,-183.423501
06/07/2021 18:15,419.2521974,251.8237424,290.6855307,256,1191.333333,599.0956756,209.8237424,313.5481011,60.66666667,263,-7,419.2521974,0,-53.1762576
06/07/2021 18:30,507.9188641,266.4904091,795.3521973,450.6666667,562.3741497,732.888716,965.6237423,330.3759397,581.8576921,147,303.6666667,507.9188641,0,818.6237423
06/07/2021 18:45,711.4521974,442.4904091,477.9542123,353.3333333,1576.641539,559.944951,451.8237424,303.709273,680.2855307,283,70.33333333,711.4521974,0,168.8237424
06/07/2021 19:00,633.2521974,394.8237424,541.2875456,323,2084.054852,319.395363,481.5570757,527.3759397,431.4032771,382,-59,633.2521974,0,99.5570757
06/07/2021 19:15,540.2521974,362.576499,397.9169459,129.5333333,1518.721518,382.2426064,496.7961636,461.8896084,974.2426064,197,-67.46666667,540.2521974,0,299.7961636
06/07/2021 19:30,544.1934448,361,407.3759397,46,1174.117437,463.3759397,410.2666667,570.8727741,419.3759397,84,-38,544.1934448,0,326.2666667
06/07/2021 19:45,549.7426064,894.0666667,407.3759397,46,1592.35594,518.9620204,399.0347983,687.0759397,419.3759397,65,-19,549.7426064,0,334.0347983
06/07/2021 20:00,742.0759397,342.7466667,407.3759397,256.6666667,786.2013589,637.2605556,547.1521974,657.6272222,408.109273,32,224.6666667,742.0759397,0,515.1521974
06/07/2021 20:15,608.409273,387.6533333,950.8078082,365.2646518,741.409273,543.2502792,640.2581933,631.3237424,940.3092731,9,356.2646518,608.409273,0,631.2581933
06/07/2021 20:30,707.0759397,384,502.5252073,302.4855307,1089.87594,414.4188641,686.1759398,731.6570757,1030.909273,12,290.4855307,707.0759397,0,674.1759398
06/07/2021 20:45,962.2092731,294.8472434,420.3759397,525.4934448,648.009273,110.218864,286.3759397,679.2481011,573.0071136,2,523.4934448,962.2092731,0,284.3759397
06/07/2021 21:00,517.1139193,445.1970757,420.3759397,597.3759397,660.9426064,76.15219735,300.0585406,674.0759397,413.8581933,1,596.3759397,517.1139193,0,299.0585406
06/07/2021 21:15,605.3666667,508.5237424,404.2426064,669.111288,677.0759397,284.4716114,396.8585406,674.0759397,418.509273,0,669.111288,605.3666667,0,396.8585406
06/07/2021 21:30,590.2177465,508.5237424,983.3759398,1487.830702,757.7426064,583.8,469.7759397,674.0759397,412.4426064,0,1487.830702,590.2177465,0,469.7759397
06/07/2021 21:45,544.6550608,508.5237424,597.8724599,598.109273,750.409273,541,719.3759397,674.0759397,419.3759397,0,598.109273,544.6550608,0,719.3759397
06/07/2021 22:00,678.7426064,515.0333333,413.8237424,489.4661074,597.470995,616.2119044,1151.109273,772.4759397,474.2953538,0,489.4661074,678.7426064,0,1151.109273
06/07/2021 22:15,647.7426064,471.7666667,398.9620204,503.2346923,645.5237424,472.6699438,529.3759397,719.5356467,609.3759397,0,503.2346923,647.7426064,0,529.3759397
06/07/2021 22:30,739.7292731,296.7,407.3759397,649.6426064,527.8653556,406.3759397,944.2605554,1220.142606,422.509273,0,649.6426064,739.7292731,0,944.2605554
06/07/2021 22:45,569.1661074,296.7,397.1286964,957.1759398,544.2521974,349.909273,376.8237424,687.0759397,406.3759397,0,957.1759398,569.1661074,0,376.8237424
06/07/2021 23:00,1023.26631,296.7,296.8855307,929.9849143,611.5896084,445.8356467,381.030702,678.409273,406.3759397,0,929.9849143,1023.26631,0,381.030702
06/07/2021 23:15,466.2437424,296.7,360.2188641,674.0426064,651.409273,748.9570757,1143.258193,672.4689801,273.0426064,0,674.0426064,466.2437424,0,1143.258193
06/07/2021 23:30,426.1570757,216.0333333,182.9313184,411.5521974,556.0759397,297.8237424,707.5521974,656.2570757,202.2605556,0,411.5521974,426.1570757,0,707.5521974
06/07/2021 23:45,482.4904091,256.3666667,164,209.4188641,432.6252073,245.152998,517.5521974,479.5980818,252.8628303,0,209.4188641,482.4904091,0,517.5521974
07/07/2021 00:00,318.9570757,343.0333333,123.6666667,232.5521974,670.0570757,242,517.5521974,401.7,92.66666667,0,232.5521974,318.9570757,0,517.5521974
07/07/2021 00:15,179.3961636,370.3666667,43,187.1611719,400.3040777,349.3923273,511.2417579,390.4333333,42,0,187.1611719,179.3961636,0,511.2417579
07/07/2021 00:30,52,375.7,207.6666667,236,137.9,550.8237424,681.8,188.7,42,0,236,52,0,681.8
07/07/2021 00:45,52,424.1,144.3333333,58.66666667,166,477.4904091,190.3333333,188.7,42,0,58.66666667,52,0,190.3333333
07/07/2021 01:00,77.33333333,496.7,43,66.66666667,63.33333333,374.8237424,355,174.9933333,42,0,66.66666667,77.33333333,0,355
07/07/2021 01:15,366,496.7,43,201,56,438.5688262,266.3333333,119,219.3333333,0,201,366,0,266.3333333
07/07/2021 01:30,162.3333333,599.3666667,43,56.33333333,56,487.1452377,165,53,130.6666667,0,56.33333333,162.3333333,0,165
07/07/2021 01:45,52,540.7,81,198,56,445.2188641,108.0666667,53,42,0,198,52,0,108.0666667
07/07/2021 02:00,52,373.74,233,210.6666667,70.66666667,396.5521974,43,53,42,0,210.6666667,52,0,43
07/07/2021 02:15,52,240,81,66.66666667,166,245.8855307,43,53,42,0,66.66666667,52,0,43
07/07/2021 02:30,216.6666667,240,43,201,85.33333333,72.8576921,157,97,42,0,201,216.6666667,0,157
07/07/2021 02:45,192.3333333,240,43,56.33333333,56,42,233,133.6666667,181.3333333,0,56.33333333,192.3333333,0,233
07/07/2021 03:00,196.6666667,254.6666667,43,46,56,42,55.66666667,53,168.6666667,0,46,196.6666667,0,55.66666667
07/07/2021 03:15,52,350,144.3333333,236,56,147.3333333,43,53,42,0,236,52,0,43
07/07/2021 03:30,52,262,207.6666667,193.3333333,56,240.6666667,43,53,42,0,193.3333333,52,0,43
07/07/2021 03:45,166,240,43,201,158.6666667,42,43,53,42,0,201,166,0,43
07/07/2021 04:00,191.3333333,240,43,56.33333333,107.3333333,42,55.66666667,82.33333333,42,0,56.33333333,191.3333333,0,55.66666667
07/07/2021 04:15,52,240,43,46,56,42,233,148.3333333,143.3333333,0,46,52,0,233
07/07/2021 04:30,186.3333333,373.2666667,43,84,56,42,157,53,206.6666667,1,83,186.3333333,0,156
07/07/2021 04:45,114,1209.533333,218.3333333,256.6666667,56,224,43,53,42,7,249.6666667,114,0,36
07/07/2021 05:00,115.3333333,350,187,289.6666667,56,164,43,53,42,16,273.6666667,115.3333333,0,27
07/07/2021 05:15,242,240,75,56.33333333,136.6666667,42,43,53,42,41,15.33333333,242,0,2
07/07/2021 05:30,52,40,43,46,129.3333333,42,43,67.66666667,42,75,-29,52,0,-32
07/07/2021 05:45,52,40,43,46,56,42,144.3333333,163,105.3333333,106,-60,52,0,38.3333333
07/07/2021 06:00,114,40,81,142.6666667,56,64,233,53,232,134,8.666666667,114,0,99
07/07/2021 06:15,199,40,233,391,56,278.6666667,68.33333333,53,68,182,209,199,0,-113.6666667
07/07/2021 06:30,242,98.66666667,81,107,56,87.33333333,53.66666667,53,82,212,-105,242,0,-158.3333333
07/07/2021 06:45,102.6666667,128,43,59.33333333,114.6666667,42,111.2,53,106,208,-148.6666667,102.6666667,0,-96.8
07/07/2021 07:00,54.66666667,40,43,126,151.3333333,79.33333333,136,53,138,269,-143,54.66666667,0,-133
07/07/2021 07:15,156,80,69.66666667,221.3333333,56,167.3333333,181.3333333,163,227.3333333,397,-175.6666667,156,0,-215.6666667
07/07/2021 07:30,230.6666667,136,358.6,521.0666667,56,819.0666667,2002.133333,67.66666667,432,352,169.0666667,230.6666667,0,1650.133333
07/07/2021 07:45,548.6666667,216,371.3333333,459.3333333,59.46666667,460,2497.733333,53,292.6666667,469,-9.666666667,548.6666667,0,2028.733333
07/07/2021 08:00,405,173.3333333,164,271.6666667,93,54.66666667,600.7333333,53,242,737,-465.3333333,405,0,-136.2666667
07/07/2021 08:15,252,120.6666667,164,263.2069597,183,81.86666667,43,53,108.6666667,527,-263.7930403,252,0,-484
07/07/2021 08:30,254.6,106,164,311.2188641,269.6666667,526.8,75,61,42,592,-280.7811359,254.6,0,-517
07/07/2021 08:45,265,40,59.13333333,432.5521974,264.8,190,139,298.4,42,984,-551.4478026,265,0,-845
07/07/2021 09:00,366.3333333,40,221,573.1521974,256,419.3333333,265,344.6666667,219.3333333,972,-398.8478026,366.3333333,0,-707
07/07/2021 09:15,489.3333333,40,232.3333333,708.7521973,256,551,433,374,130.6666667,1326,-617.2478027,489.3333333,0,-893
07/07/2021 09:30,922.0666667,40,717.4,245.1382781,221.3333333,275,257,366,42,1376,-1130.861722,922.0666667,0,-1119
07/07/2021 09:45,313.9086957,40,203,231,870.4,163,203,334,42,1434,-1203,313.9086957,0,-1231
07/07/2021 10:00,629.5434783,142.6666667,203,374,2405.133333,42,736.0666667,141.7333333,192.4,1521,-1147,629.5434783,0,-784.9333333
07/07/2021 10:15,681.0024721,84,241,285.8,274.7820509,108,203,133.6666667,532.6666667,1562,-1276.2,681.0024721,0,-1359
07/07/2021 10:30,951.9054988,53.33333333,393,530,997.6855306,128,43,97,2301.333333,1611,-1081,951.9054988,0,-1568
07/07/2021 10:45,743.7660847,88,222.3333333,466.6666667,2539.88553,218,220.3333333,53,984.6666667,1699,-1232.333333,743.7660847,0,-1478.666667
07/07/2021 11:00,1022.952751,178.6666667,43,352.8666667,618.018864,138,182.3333333,53,202,1507,-1154.133333,1022.952751,0,-1324.666667
07/07/2021 11:15,950.779418,178.6666667,43,460.5333333,207.5521974,174.1333333,43,53,202,783,-322.4666667,950.779418,0,-740
07/07/2021 11:30,878.4242513,281.1098323,43,176.3333333,813.8368132,182.3333333,43,53,162,862,-685.6666667,878.4242513,0,-819
07/07/2021 11:45,993.2434783,402.8237424,544.1333333,446.726087,230.4863313,315.2369671,43,119,162,818,-371.273913,993.2434783,0,-775
07/07/2021 12:00,1321.976812,341.9637424,207.6666667,776.5434783,236.2237424,294.509273,43,111.6666667,808.5333333,1774,-997.4565217,1321.976812,0,-1731
07/07/2021 12:15,730.910145,439.1904091,226.9333333,696.3631429,468.7570757,987.8426064,127,53,339.6666667,1388,-691.6368571,730.910145,0,-1261
07/07/2021 12:30,1798.77409,444.3237424,416.2,778.0338873,2531.890409,337.6426064,289,53,175,1753,-974.9661127,1798.77409,0,-1464
07/07/2021 12:45,1956.52239,344.3707444,147,1045.833887,188.8237424,339.3759397,200.1333333,53,95,1340,-294.1661127,1956.52239,0,-1139.866667
07/07/2021 13:00,1721.160071,304.4882495,123,676.3672206,269.4904091,343.6970214,136,53,42.86666667,1573,-896.6327794,1721.160071,0,-1437
07/07/2021 13:15,1590.554003,1144.190409,234.3333333,688.3672206,252.6980818,362.1452377,149.3333333,104.3333333,42,1498,-809.6327794,1590.554003,0,-1348.666667
07/07/2021 13:30,515.4994407,2436.190409,144.3333333,830.8768116,117.6666667,313.3521974,157.3333333,126.3333333,105.3333333,1439,-608.1231884,515.4994407,0,-1281.666667
07/07/2021 13:45,521.609273,1147.257076,43,838.5434783,128.2666667,433.4346923,52.53333333,53,237.3333333,675,163.5434783,521.609273,0,-622.4666667
07/07/2021 14:00,522.409273,337.5237424,43,259.5695652,345.8,360.709273,207.6666667,53,142.6666667,592,-332.4304348,522.409273,0,-384.3333333
07/07/2021 14:15,742.409273,354.7040778,43,203.3333333,418,339.3759397,195,53,202,552,-348.6666667,742.409273,0,-357
07/07/2021 14:30,620.4043283,348.7,81,46,876.4666667,435.8883941,43,87.66666667,202,1402,-1356,620.4043283,0,-1359
07/07/2021 14:45,342.852998,340.7,233,180.6666667,516,342.4744748,51,129.6666667,207.2,1072,-891.3333333,342.852998,0,-1021
07/07/2021 15:00,286.7380818,394.3666667,81,444.3333333,385.4,341.9994407,104.3333333,141,365.0904091,972,-527.6666667,286.7380818,0,-867.6666667
07/07/2021 15:15,223.8237424,423.7,43,106.3333333,288.6,427.4188641,144.3333333,53,544.1341819,733,-626.6666667,223.8237424,0,-588.6666667
07/07/2021 15:30,414.6770757,432.5,43,46,216,367.5521974,266.3333333,53,430.0426064,551,-505,414.6770757,0,-284.6666667
07/07/2021 15:45,662.4904091,462.0333333,43,46,248,991.9521973,792.8,53,390.0426064,1139,-1093,662.4904091,0,-346.2
07/07/2021 16:00,513.4904091,496.7,144.3333333,66.66666667,292.6666667,495.8417579,295.6666667,53,408.109273,606,-539.3333333,513.4904091,0,-310.3333333
07/07/2021 16:15,384.8237424,496.7,207.6666667,353,366,500.8278386,2223.533333,75,339.4778579,1059,-706,384.8237424,0,1164.533333
07/07/2021 16:30,384.8281859,256.3,43,221,318.3910255,540.8188641,2223.533333,155.6666667,273.5521974,1206,-985,384.8281859,0,1017.533333
07/07/2021 16:45,404.5521974,355.0333333,43,46,808.3521973,450.7366105,776.0666667,53,423.540293,937,-891,404.5521974,0,-160.9333333
07/07/2021 17:00,460.8855307,414.1,69.66666667,46,541.818864,519.309273,243,93,330.6666667,978,-932,460.8855307,0,-735
07/07/2021 17:15,412.4855307,655.2333333,674.7333333,66.66666667,587.9521973,597.7759397,511.4855307,93,242,727,-660.3333333,412.4855307,0,-215.5144693
07/07/2021 17:30,565.0699438,431.5,327.6666667,201,1684.218864,703.2655002,530.2188641,95.66666667,253.8237424,762,-561,565.0699438,0,-231.7811359
07/07/2021 17:45,437.0426064,250.4,323,246.3333333,1674.170146,508.090409,365.5521974,177.6,120.490409,353,-106.6666667,437.0426064,0,12.5521974
07/07/2021 18:00,409.430702,350.4,243,172.6666667,449.3,532.0510798,365.5521974,346.6666667,56.49040904,160,12.66666667,409.430702,0,205.5521974
07/07/2021 18:15,545.4904091,240,333.1256606,46,502.6333333,491.431569,591.818864,273.3333333,345.1570757,150,-104,545.4904091,0,441.818864
07/07/2021 18:30,513.7570757,342.6666667,375.8237424,124.4069597,638.6333333,450.3759397,2499.984066,287.0347983,379.7021596,403,-278.5930403,513.7570757,0,2096.984066
07/07/2021 18:45,325.2040778,284,2252.890409,484.7521974,1046.5,501.709273,1559.4,288.8855307,271.4487176,72,412.7521974,325.2040778,0,1487.4
07/07/2021 19:00,356.1215828,40,2263.423742,447.8855307,619.9,406.3759397,633.3967708,357.9404469,273.5521974,248,199.8855307,356.1215828,0,385.3967708
07/07/2021 19:15,356.8237424,40,405.152998,621.5521974,625.7666667,406.3759397,618.3759397,417.3759397,349.909273,148,473.5521974,356.8237424,0,470.3759397
07/07/2021 19:30,339.8237424,40,391.3452377,592.2188641,649.4414013,546.5881435,342.3759397,597.8426064,406.3759397,46,546.2188641,339.8237424,0,296.3759397
07/07/2021 19:45,441.1570757,40,395.5521974,499.8855307,690.0759397,255,243.2426064,573.3759397,480.3640354,58,441.8855307,441.1570757,0,185.2426064
07/07/2021 20:00,263.8237424,54.66666667,517.7759397,644.4945053,770.6359397,431,208.3759397,678.029273,571.0426064,35,609.4945053,263.8237424,0,173.3759397
07/07/2021 20:15,252.7882495,150,508.709273,612.2666667,947.3159399,541,105.7703004,666.0411415,406.3759397,7,605.2666667,252.7882495,0,98.7703004
07/07/2021 20:30,283,62,572.0426064,686,768.0759397,503.0576921,182.3333333,655.5237424,399.2816943,3,683,283,0,179.3333333
07/07/2021 20:45,529.1333333,42.66666667,327.4237424,800,848.7426064,515.5521974,220.3333333,590.9904091,396.1286964,0,800,529.1333333,0,220.3333333
07/07/2021 21:00,604.3541063,115.6393293,270.9570757,641.2040778,785.2327741,680.2188641,43,610.5973687,419.3759397,0,641.2040778,604.3541063,0,43
07/07/2021 21:15,590.0759397,195.8237424,394.7550608,654.8237424,1210.142606,558.52486,43,719.2946923,1015.77594,0,654.8237424,590.0759397,0,43
07/07/2021 21:30,552.0759397,651.6237423,407.3759397,373.5570757,854.8759397,1154.695354,43,718.2359397,1009.17594,0,373.5570757,552.0759397,0,43
07/07/2021 21:45,487.5426064,344.9570757,1105.109273,379.8237424,596.409273,495.8237424,53.66666667,674.0759397,880.1092731,0,379.8237424,487.5426064,0,53.66666667
07/07/2021 22:00,429.4994407,482.8237424,308.709273,500.3139101,677.0759397,495.8237424,236.7333333,674.0759397,218.709273,0,500.3139101,429.4994407,0,236.7333333
07/07/2021 22:15,764.1319163,367.3059959,207.3759397,699.6666667,735.7426064,518.7923273,523.6751879,674.0759397,73.80902247,0,699.6666667,764.1319163,0,523.6751879
07/07/2021 22:30,723.409273,361,191.2426064,774.5014649,772.409273,657.2502792,494.3759397,727.0689801,42,0,774.5014649,723.409273,0,494.3759397
07/07/2021 22:45,552.0759397,361,74.813466,1111.752197,670.7699438,575.0426064,408.3759397,572.8570757,67.33333333,0,1111.752197,552.0759397,0,408.3759397
07/07/2021 23:00,595.809273,280.3333333,81,519.5521974,576.5188641,457.709273,408.3759397,642.5237424,232,0,519.5521974,595.809273,0,408.3759397
07/07/2021 23:15,344.009273,240,233,519.5521974,533.7347983,325.709273,480.909273,642.5237424,92.66666667,0,519.5521974,344.009273,0,480.909273
07/07/2021 23:30,322.9960669,238.3059959,81,698.2591478,312.7,85.37593973,393.9668113,775.790409,42,0,698.2591478,322.9960669,0,393.9668113
07/07/2021 23:45,387.0333333,139.8237424,43,686.1570757,349.3666667,130.52486,490.6666667,877.4849142,42,0,686.1570757,387.0333333,0,490.6666667
